postalcodes|municipality_id|province|municipality|population|population_men|population_women|name|village_id
36308|36003|36|3|233|113|120|A.fontán|A.FONTÁN;36003
15177|15058|15|58|160|83|77|Aba|ABA;15058
44155|44001|44|1|69|40|29|Ababuj|ABABUJ;44001
36330,36392|36057|36|57|60|32|28|Abad|ABAD;36057
24891|24076|24|76|33|18|15|Abadengo de Torío|ABADENGO DE TORÍO;24076
36589|36052|36|52|34|11|23|Abades|ABADES;36052
40141|40001|40|1|835|417|418|Abades|ABADES;40001
09586|9410|9|410|0|0|0|Abadía (la)|ABADÍA (LA);09410
39626,39694|39074|39|74|560|277|283|Abadilla (la)|ABADILLA (LA);39074
48220|48001|48|1|1534|771|763|Abadiño-zelaieta|ABADIÑO-ZELAIETA;48001
48220|48001|48|1|7618|3829|3789|Abadiño|ABADIÑO;48001
10748|10001|10|1|359|193|166|Abadía|ABADÍA;10001
27730,27737,27738,27843,27845,27849|27001|27|1|113|55|58|Abadín|ABADÍN;27001
27730,27737,27738,27843,27845,27849|27065|27|65|21|11|10|Abadín|ABADÍN;27065
27730,27737,27738,27843,27845,27849|27065|27|65|38|17|21|Agadín|AGADÍN;27065
36526|36020|36|20|22|11|11|Abaixo|ABAIXO;36020
09141,09592|9001|9|1|29|19|10|Abajas|ABAJAS;09001
18750|18162|18|162|86|42|44|Abajo|ABAJO;18162
33559|33045|33|45|76|40|36|Aballe|ABALLE;33045
20269|20001|20|1|101|54|47|Abaltzisketa|ABALTZISKETA;20001
38687|38019|38|19|0|0|0|Abama|ABAMA;38019
33814|33011|33|11|25|12|13|Abanceña|ABANCEÑA;33011
42369|42035|42|35|1|1|0|Abanco|ABANCO;42035
30626,30640,30648,30649|30001|30|1|3066|1507|1559|Abanilla|ABANILLA;30001
39549|39095|39|95|66|37|29|Abanillas|ABANILLAS;39095
24397|24123|24|123|25|11|14|Abano|ABANO;24123
15938|15011|15|11|191|89|102|Abanqueiro|ABANQUEIRO;15011
48500,48540|48002|48|2|9436|4683|4753|Abanto Y Ciérvana-abanto Zierbena|ABANTO Y CIÉRVANA-ABANTO ZIERBENA;48002
48500|48002|48|2|21|8|13|Abanto|ABANTO;48002
50375|50001|50|1|89|53|36|Abanto|ABANTO;50001
33995|33015|33|15|38|23|15|Abantru|ABANTRU;33015
34338|34001|34|1|45|28|17|Abarca de Campos|ABARCA DE CAMPOS;34001
30550,30559|30002|30|2|9814|4873|4941|Abarán|ABARÁN;30002
34307|34902|34|902|38|22|16|Abastas|ABASTAS;34902
34307|34902|34|902|2|0|2|Abastillas|ABASTILLAS;34902
32694|32082|32|82|170|82|88|Abavides|ABAVIDES;32082
22713|22130|22|130|41|18|23|Abay|ABAY;22130
33311|33076|33|76|23|14|9|Abayu|ABAYU;33076
39549|39080|39|80|107|51|56|Abaño|ABAÑO;39080
03517|3057|3|57|70|34|36|Abdet|ABDET;03057
36582|36059|36|59|60|29|31|Abealla|ABEALLA;36059
15839|15056|15|56|40|18|22|Abeanca|ABEANCA;15056
27246|27044|27|44|55|25|30|Abegas (as)|ABEGAS (AS);27044
27246|27059|27|59|0|0|0|Adegas (as)|ADEGAS (AS);27059
15318|15001|15|1|5494|2701|2793|Abegondo|ABEGONDO;15001
15216|15042|15|42|53|27|26|Abeixón|ABEIXÓN;15042
42146|42001|42|1|273|142|131|Abejar|ABEJAR;42001
49591|49176|49|176|113|68|45|Abejera|ABEJERA;49176
02434|2042|2|42|32|12|20|Abejuela|ABEJUELA;02042
04691|4053|4|53|8|4|4|Abejuela|ABEJUELA;04053
44422|44002|44|2|57|36|21|Abejuela|ABEJUELA;44002
32779|32070|32|70|7|2|5|Abelaído|ABELAÍDO;32070
27841|27020|27|20|10|5|5|Abelaira (a)|ABELAIRA (A);27020
27841|27022|27|22|6|4|2|Abeleira (a)|ABELEIRA (A);27022
27841|27033|27|33|2|1|1|Abelaira (a)|ABELAIRA (A);27033
27841|27041|27|41|8|4|4|Abelaira (a)|ABELAIRA (A);27041
27841|27042|27|42|1|0|1|Abelaira (a)|ABELAIRA (A);27042
27841|27044|27|44|20|9|11|Abelaira (a)|ABELAIRA (A);27044
27841|27065|27|65|44|25|19|Abelaira (a)|ABELAIRA (A);27065
27559|27002|27|2|5|2|3|Abelairas (as)|ABELAIRAS (AS);27002
27559|27009|27|9|9|4|5|Abelairas|ABELAIRAS;27009
27559|27019|27|19|0|0|0|Abelairas (as)|ABELAIRAS (AS);27019
27559|27028|27|28|11|5|6|Abelairas|ABELAIRAS;27028
27559|27059|27|59|0|0|0|Abelairas (as)|ABELAIRAS (AS);27059
27559|27060|27|60|14|7|7|Abelairas|ABELAIRAS;27060
36455|36009|36|9|2|1|1|Abelán|ABELÁN;36009
36455|36014|36|14|13|7|6|Abelán|ABELÁN;36014
36455|36017|36|17|3|1|2|Abelao|ABELAO;36017
36455|36021|36|21|25|13|12|Abelar|ABELAR;36021
36455|36050|36|50|53|25|28|Abelán|ABELÁN;36050
32679,32980|32033|32|33|0|0|0|Abelida (a)|ABELIDA (A);32033
32679,32980|32036|32|36|44|23|21|Abeleda (a)|ABELEDA (A);32036
32679,32980|32054|32|54|46|23|23|Abeleda (a)|ABELEDA (A);32054
15520|15032|15|32|16|7|9|Abeledo|ABELEDO;15032
15520|15035|15|35|40|21|19|Abeledo|ABELEDO;15035
15520|15080|15|80|1|0|1|Abeledo|ABELEDO;15080
15520|15081|15|81|17|9|8|Abeledo|ABELEDO;15081
15520|15091|15|91|1|1|0|Abeledo (o)|ABELEDO (O);15091
27813|27002|27|2|0|0|0|Abeledo|ABELEDO;27002
27813|27016|27|16|14|7|7|Abeleda|ABELEDA;27016
27813|27020|27|20|0|0|0|Abeledo|ABELEDO;27020
27813|27020|27|20|2|1|1|Abeledo (o)|ABELEDO (O);27020
27813|27022|27|22|1|1|0|Abeledo (o)|ABELEDO (O);27022
27813|27024|27|24|1|1|0|Abeledo|ABELEDO;27024
27813|27028|27|28|12|5|7|Abeledo|ABELEDO;27028
27813|27033|27|33|3|1|2|Abeledo|ABELEDO;27033
27813|27038|27|38|0|0|0|Abeledo|ABELEDO;27038
27813|27042|27|42|0|0|0|Abeledo|ABELEDO;27042
27813|27057|27|57|11|5|6|Abeledo|ABELEDO;27057
27813|27065|27|65|2|1|1|Abeledo|ABELEDO;27065
32690|32049|32|49|1|1|0|Abeledos|ABELEDOS;32049
32690|32079|32|79|30|18|12|Abeledo|ABELEDO;32079
32690|32084|32|84|9|4|5|Abeleda|ABELEDA;32084
32790|32049|32|49|12|4|8|Abeledos (os)|ABELEDOS (OS);32049
15145|15041|15|41|26|12|14|Abeleira (a)|ABELEIRA (A);15041
15145|15902|15|902|5|2|3|Abeleira (a)|ABELEIRA (A);15902
32228,32520|32011|32|11|29|12|17|Abeleira (a)|ABELEIRA (A);32011
32228,32520|32056|32|56|6|1|5|Abeleira (a)|ABELEIRA (A);32056
15186|15010|15|10|1|1|0|Abeleira|ABELEIRA;15010
15186|15024|15|24|27|9|18|Abeleira|ABELEIRA;15024
15186|15045|15|45|50|27|23|Abeleiras|ABELEIRAS;15045
15186|15050|15|50|7|5|2|Abeleira|ABELEIRA;15050
15186|15080|15|80|18|10|8|Abeleiras|ABELEIRAS;15080
15186|15081|15|81|0|0|0|Abeleiral (o)|ABELEIRAL (O);15081
15186|15090|15|90|15|5|10|Abeleiras|ABELEIRAS;15090
15258,15846|15077|15|77|46|23|23|Abeleiras (as)|ABELEIRAS (AS);15077
36412|36017|36|17|6|2|4|Abeleira (a)|ABELEIRA (A);36017
36412|36039|36|39|14|8|6|Abelenda (a)|ABELENDA (A);36039
15147,15824|15029|15|29|51|24|27|Abelenda|ABELENDA;15029
15147,15824|15042|15|42|21|9|12|Abelendo|ABELENDO;15042
15147,15824|15071|15|71|7|6|1|Abelendo|ABELENDO;15071
15147,15824|15085|15|85|23|11|12|Abelenda|ABELENDA;15085
15147,15824|15088|15|88|42|22|20|Abelenda|ABELENDA;15088
32213,32433,32520|32004|32|4|227|101|126|Abelenda|ABELENDA;32004
32213,32433,32520|32018|32|18|204|105|99|Abelenda|ABELENDA;32018
32213,32433,32520|32027|32|27|30|14|16|Abelenda|ABELENDA;32027
36954|36009|36|9|18|9|9|Abelenda|ABELENDA;36009
36954|36029|36|29|590|292|298|Abelendo|ABELENDO;36029
36954|36050|36|50|29|14|15|Abelenda|ABELENDA;36050
24145|24164|24|164|80|42|38|Abelgas de Luna|ABELGAS DE LUNA;24164
08592|8224|8|224|824|413|411|Abella (l')|ABELLA (L');08224
25651,25652,25747|25001|25|1|16|6|10|Abella de la Conca|ABELLA DE LA CONCA;25001
17869|17224|17|224|40|25|15|Abella|ABELLA;17224
22471,22472,22474|22143|22|143|18|11|7|Abella|ABELLA;22143
15147|15029|15|29|31|15|16|Abellariza|ABELLARIZA;15029
15858|15093|15|93|51|26|25|Abellas (as)|ABELLAS (AS);15093
36619|36060|36|60|115|56|59|Abelle|ABELLE;36060
32899|32051|32|51|43|21|22|Abelleira (a)|ABELLEIRA (A);32051
36151,36867|36006|36|6|25|12|13|Abelleira (a)|ABELLEIRA (A);36006
36151,36867|36017|36|17|1|1|0|Abelleira (a)|ABELLEIRA (A);36017
36151,36867|36038|36|38|94|43|51|Abelleira (a)|ABELLEIRA (A);36038
36151,36867|36042|36|42|81|38|43|Abelleira (a)|ABELLEIRA (A);36042
36151,36867|36061|36|61|58|23|35|Abelleira (a)|ABELLEIRA (A);36061
15290|15018|15|18|1|0|1|Abelleira (a)|ABELLEIRA (A);15018
15290|15049|15|49|7|3|4|Abelleira|ABELLEIRA;15049
15290|15053|15|53|93|53|40|Abelleira|ABELLEIRA;15053
15290|15076|15|76|15|6|9|Abelleira (a)|ABELLEIRA (A);15076
32235,32708,32816|32024|32|24|12|5|7|Abelleira|ABELLEIRA;32024
32235,32708,32816|32037|32|37|10|5|5|Abelleira|ABELLEIRA;32037
32235,32708,32816|32064|32|64|30|17|13|Abelleira|ABELLEIRA;32064
36448|36009|36|9|5|2|3|Abelleira|ABELLEIRA;36009
36448|36034|36|34|5|3|2|Abelleira|ABELLEIRA;36034
36448|36055|36|55|107|53|54|Abelleira|ABELLEIRA;36055
49254|49124|49|124|94|58|36|Abelón|ABELÓN;49124
22620|22130|22|130|10|5|5|Abena|ABENA;22130
44565|44071|44|71|39|16|23|Abenfigo|ABENFIGO;44071
02250|2001|2|1|748|365|383|Abengibre|ABENGIBRE;02001
13180,13473|13001|13|1|1227|631|596|Abenójar|ABENÓJAR;13001
01193|1059|1|59|131|77|54|Aberasturi|ABERASTURI;01059
31264,31292|31005|31|5|61|35|26|Aberin|ABERIN;31005
32150|32059|32|59|25|12|13|Abertesga|ABERTESGA;32059
10262|10002|10|2|395|201|194|Abertura|ABERTURA;10002
15892|15078|15|78|30|12|18|Abetos (os)|ABETOS (OS);15078
36391|36035|36|35|102|47|55|Abetos|ABETOS;36035
01013|1059|1|59|30|15|15|Abetxuko|ABETXUKO;01059
49834|49002|49|2|58|29|29|Abezames|ABEZAMES;49002
01449|1054|1|54|44|24|20|Abezia|ABEZIA;01054
22463|22215|22|215|16|9|7|Abi|ABI;22215
16195|16001|16|1|56|35|21|Abia de la Obispalía|ABIA DE LA OBISPALÍA;16001
34491|34003|34|3|167|90|77|Abia de las Torres|ABIA DE LAS TORRES;34003
39211|39032|39|32|82|47|35|Abiada|ABIADA;39032
27786|27019|27|19|17|7|10|Abidueiras (as)|ABIDUEIRAS (AS);27019
27786|27030|27|30|11|7|4|Abidueiras (as)|ABIDUEIRAS (AS);27030
22143,22147|22001|22|1|202|102|100|Abiego|ABIEGO;22001
33557|33050|33|50|26|16|10|Abiegos|ABIEGOS;33050
33815|33011|33|11|20|11|9|Abieras (las)|ABIERAS (LAS);33011
11630|11006|11|6|197|100|97|Abiertas (las)|ABIERTAS (LAS);11006
38439|38022|38|22|206|108|98|Abiertas (las)|ABIERTAS (LAS);38022
42127|42096|42|96|24|16|8|Abión|ABIÓN;42096
42193|42046|42|46|8|5|3|Abioncillo de Calatañazor|ABIONCILLO DE CALATAÑAZOR;42046
39639|39098|39|98|134|66|68|Abionzo|ABIONZO;39098
38870|38049|38|49|105|54|51|Abisinia|ABISINIA;38049
22392,22393|22002|22|2|81|39|42|Abizanda|ABIZANDA;22002
04510|4001|4|1|1170|596|574|Abla|ABLA;04001
33875|33034|33|34|15|8|7|Ablaneo|ABLANEO;33034
33875|33037|33|37|0|0|0|Ablaneo|ABLANEO;33037
33875|33051|33|51|7|6|1|Ablanedo|ABLANEDO;33051
33875|33058|33|58|11|5|6|Ablaneo|ABLANEO;33058
33875|33059|33|59|15|6|9|Ablanedo|ABLANEDO;33059
33875|33059|33|59|18|10|8|Ablaneda|ABLANEDA;33059
33875|33073|33|73|23|9|14|Ablaneda|ABLANEDA;33073
33162|33020|33|20|3|2|1|Ablaneda (l')|ABLANEDA (L');33020
33162|33038|33|38|14|8|6|Ablaneru (l')|ABLANERU (L');33038
19442|19002|19|2|54|29|25|Ablanque|ABLANQUE;19002
33682|33037|33|37|79|35|44|Ablaña Baxo|ABLAÑA BAXO;33037
33650,33682|33037|33|37|74|41|33|Ablaña Riba|ABLAÑA RIBA;33037
33424|33035|33|35|46|25|21|Ables|ABLES;33035
31523|31006|31|6|2465|1246|1219|Ablitas|ABLITAS;31006
15686|15038|15|38|33|21|12|Aboi|ABOI;15038
15686|15052|15|52|1|0|1|Aboi|ABOI;15052
36582|36059|36|59|25|13|12|Abollo (o)|ABOLLO (O);36059
15689|15084|15|84|53|28|25|Abongo|ABONGO;15084
33947|33060|33|60|21|12|9|Abonión (l')|ABONIÓN (L');33060
01449|1054|1|54|64|33|31|Abornikano|ABORNIKANO;01054
36654|36005|36|5|119|54|65|Aboy|ABOY;36005
33492|33014|33|14|15|8|7|Aboño|ABOÑO;33014
49624|49117|49|117|121|61|60|Abraveses de Tera|ABRAVESES DE TERA;49117
27331|27034|27|34|3|2|1|Abrente|ABRENTE;27034
27331|27047|27|47|26|14|12|Abrence|ABRENCE;27047
08630|8001|8|1|9193|4631|4562|Abrera|ABRERA;08001
15684|15044|15|44|121|60|61|Bares|BARES;15044
15684|15084|15|84|34|19|15|Abres|ABRES;15084
33779|33074|33|74|147|67|80|Abres|ABRES;33074
38618|38017|38|17|3881|1962|1919|Abrigos (los)|ABRIGOS (LOS);38017
15175|15003|15|3|4|3|1|Abrigo|ABRIGO;15003
15175|15021|15|21|88|44|44|Abrigosa|ABRIGOSA;15021
38588|38005|38|5|860|454|406|Abriguitos (los)|ABRIGUITOS (LOS);38005
04520,04533|4002|4|2|1061|559|502|Abrucena|ABRUCENA;04002
15210|15025|15|25|10|5|5|Abruñeiros|ABRUÑEIROS;15025
15210|15057|15|57|82|42|40|Abruñeiras|ABRUÑEIRAS;15057
15861,15928,15979|15071|15|71|181|82|99|Abuín|ABUÍN;15071
15861,15928,15979|15072|15|72|111|52|59|Abuín|ABUÍN;15072
15861,15928,15979|15077|15|77|17|8|9|Abuín|ABUÍN;15077
27191|27014|27|14|28|14|14|Abuín|ABUÍN;27014
27191|27028|27|28|14|6|8|Abuín|ABUÍN;27028
27191|27066|27|66|19|11|8|Abuín|ABUÍN;27066
33010|33044|33|44|63|32|31|Abuli|ABULI;33044
37640|37001|37|1|166|87|79|Abusejo|ABUSEJO;37001
02511|2003|2|3|18|11|7|Abuzaderas|ABUZADERAS;02003
31280|31001|31|1|82|48|34|Abáigar|ABÁIGAR;31001
19432|19001|19|1|51|31|20|Abánades|ABÁNADES;19001
33579|33047|33|47|87|44|43|Abándames|ABÁNDAMES;33047
33347|33056|33|56|34|21|13|Abéu|ABÉU;33056
33347|33076|33|76|0|0|0|Abéu|ABÉU;33076
37185|37354|37|354|77|39|38|Acacias (las)|ACACIAS (LAS);37354
28300|28013|28|13|143|105|38|Academia Especial de la Guardia Civil|ACADEMIA ESPECIAL DE LA GUARDIA CIVIL;28013
50090|50297|50|297|708|483|225|Academia General Militar|ACADEMIA GENERAL MILITAR;50297
38683|38040|38|40|1446|720|726|Acantilados de los Gigantes|ACANTILADOS DE LOS GIGANTES;38040
38892|38049|38|49|67|38|29|Acardece|ACARDECE;38049
15259|15053|15|53|179|82|97|Acea (a)|ACEA (A);15053
32668,32704|32001|32|1|30|13|17|Acea (a)|ACEA (A);32001
32668,32704|32007|32|7|4|3|1|Acea (a)|ACEA (A);32007
15174,15670|15031|15|31|321|146|175|Acea de Ama|ACEA DE AMA;15031
33402|33004|33|4|58|28|30|Aceba (l')|ACEBA (L');33004
33402|33011|33|11|0|0|0|Acebu (l')|ACEBU (L');33011
33402|33020|33|20|3|2|1|Acebo (l')|ACEBO (L');33020
33580,33947|33006|33|6|10|4|6|Acebal (l')|ACEBAL (L');33006
33580,33947|33031|33|31|5|4|1|Acebal (l')|ACEBAL (L');33031
33580,33947|33032|33|32|72|38|34|Acebal (l')|ACEBAL (L');33032
33580,33947|33059|33|59|3|3|0|Acebal (el)|ACEBAL (EL);33059
33580,33947|33060|33|60|25|11|14|Acebal (l')|ACEBAL (L');33060
33580,33947|33066|33|66|88|44|44|Acebal (l')|ACEBAL (L');33066
28755|28001|28|1|43|22|21|Acebeda (la)|ACEBEDA (LA);28001
01427|1055|1|55|4|2|2|Acebedo|ACEBEDO;01055
15185|15024|15|24|79|39|40|Acebedo|ACEBEDO;15024
24994,24996|24001|24|1|103|58|45|Acebedo|ACEBEDO;24001
36519,36556|36018|36|18|37|19|18|Acebedo|ACEBEDO;36018
36519,36556|36024|36|24|18|11|7|Acebedo|ACEBEDO;36024
24357|24026|24|26|149|83|66|Acebes del Páramo|ACEBES DEL PÁRAMO;24026
10857|10003|10|3|506|248|258|Acebo|ACEBO;10003
24413|24100|24|100|43|25|18|Acebo|ACEBO;24100
39549|39080|39|80|148|81|67|Acebosa (la)|ACEBOSA (LA);39080
16412|16002|16|2|227|107|120|Acebrón (el)|ACEBRÓN (EL);16002
41440|41004|41|4|3775|1955|1820|Acebuchal (el)|ACEBUCHAL (EL);41004
41440|41055|41|55|134|68|66|Acebuchal (el)|ACEBUCHAL (EL);41055
41440|41055|41|55|90|47|43|Acebuchal|ACEBUCHAL;41055
23211|23021|23|21|8|6|2|Acebuchar (el)|ACEBUCHAR (EL);23021
21342|21004|21|4|44|24|20|Acebuche|ACEBUCHE;21004
18660|18910|18|910|19|13|6|Acebuches|ACEBUCHES;18910
45292|45196|45|196|1|1|0|Aceca|ACECA;45196
06713,06730|6001|6|1|120|65|55|Acedera|ACEDERA;06001
09129|9427|9|427|13|8|5|Acedillo|ACEDILLO;09427
31282|31166|31|166|127|67|60|Acedo|ACEDO;31166
27437|27041|27|41|18|6|12|Acedre|ACEDRE;27041
10879|10004|10|4|812|412|400|Acehúche|ACEHÚCHE;10004
10666|10005|10|5|587|299|288|Aceituna|ACEITUNA;10005
10628|10135|10|135|67|32|35|Aceitunilla|ACEITUNILLA;10135
35328|35033|35|33|46|28|18|Acequia Marrero|ACEQUIA MARRERO;35033
18656|18119|18|119|96|47|49|Acequias|ACEQUIAS;18119
34111|34245|34|245|71|43|28|Acera de la Vega|ACERA DE LA VEGA;34245
50347|50002|50|2|140|82|58|Acered|ACERED;50002
39698|39078|39|78|17|11|6|Acereda|ACEREDA;39078
32894|32042|32|42|23|12|11|Aceredo|ACEREDO;32042
33828|33010|33|10|67|34|33|Aces|ACES;33010
06207,06410|6002|6|2|5445|2712|2733|Aceuchal|ACEUCHAL;06002
32372|32015|32|15|1|1|0|Aceveda|ACEVEDA;32015
32520,32768|32004|32|4|3|0|3|Acevedo|ACEVEDO;32004
32520,32768|32029|32|29|17|12|5|Acevedo|ACEVEDO;32029
32520,32768|32036|32|36|3|1|2|Acevedo|ACEVEDO;32036
32520,32768|32049|32|49|0|0|0|Acevedo (o)|ACEVEDO (O);32049
32520,32768|32052|32|52|0|0|0|Acevedo|ACEVEDO;32052
36690,36779|36036|36|36|71|34|37|Acevedo|ACEVEDO;36036
36690,36779|36038|36|38|173|85|88|Acevedo|ACEVEDO;36038
32779|32070|32|70|11|5|6|Acevido|ACEVIDO;32070
32789|32063|32|63|16|6|10|Acevoso|ACEVOSO;32063
27726|27048|27|48|40|22|18|Acevro (o)|ACEVRO (O);27048
10515,10516|10203|10|203|73|35|38|Aceña de la Borrega (la)|ACEÑA DE LA BORREGA (LA);10203
09640|9191|9|191|5|3|2|Aceña|ACEÑA;09191
33719|33041|33|41|55|29|26|Aceñas (las)|ACEÑAS (LAS);33041
47130|47161|47|161|270|133|137|Aceñas (las)|ACEÑAS (LAS);47161
36939|36004|36|4|184|88|96|Achadiza (a)|ACHADIZA (A);36004
36739|36009|36|9|34|16|18|Achas|ACHAS;36009
36739|36054|36|54|34|17|17|Achan|ACHAN;36054
33868|33059|33|59|47|23|24|Aciana|ACIANA;33059
49574|49100|49|100|34|18|16|Aciberos|ACIBEROS;49100
33118|33053|33|53|38|21|17|Aciera|ACIERA;33053
24877|24068|24|68|28|17|11|Acisa de las Arrimadas|ACISA DE LAS ARRIMADAS;24068
33814|33011|33|11|12|7|5|Aciu|ACIU;33011
32794|32070|32|70|21|12|9|Aciveiro (o)|ACIVEIRO (O);32070
38688|38019|38|19|120|67|53|Acojeja|ACOJEJA;38019
38111|38038|38|38|3045|1489|1556|Acoran|ACORAN;38038
22612|22199|22|199|13|6|7|Acumuer|ACUMUER;22199
15937|15011|15|11|15|11|4|Acuncheira|ACUNCHEIRA;15011
35350|35005|35|5|45|25|20|Acusa Verde|ACUSA VERDE;35005
36141|36058|36|58|347|172|175|Acuña|ACUÑA;36058
22147|22003|22|3|180|100|80|Adahuesca|ADAHUESCA;22003
27162|27014|27|14|69|35|34|Adai|ADAI;27014
27162|27043|27|43|16|6|10|Adai|ADAI;27043
47129|47001|47|1|52|30|22|Adalia|ADALIA;47001
14430,14439,14610|14001|14|1|3304|1668|1636|Adamuz|ADAMUZ;14001
01207|1053|1|53|54|27|27|Adana|ADANA;01053
05296|5001|5|1|196|106|90|Adanero|ADANERO;05001
28906|28065|28|65|75|40|35|Adaro|ADARO;28065
15366|15901|15|901|18|9|9|Adega|ADEGA;15901
38670|38001|38|1|3173|1578|1595|Adeje Casco|ADEJE CASCO;38001
38615,38660,38670,38677,38678,38679|38001|38|1|16660|8211|8449|Adeje|ADEJE;38001
36538|36047|36|47|27|15|12|Adelán|ADELÁN;36047
38357|38043|38|43|1208|591|617|Adelantado|ADELANTADO;38043
46140|46001|46|1|967|521|446|Ademuz|ADEMUZ;46001
15685|15059|15|59|49|26|23|Adina|ADINA;15059
39788|39030|39|30|172|97|75|Adino|ADINO;39030
31153|31007|31|7|167|94|73|Adiós|ADIÓS;31007
19325|19003|19|3|21|13|8|Adobes|ADOBES;19003
25556|25173|25|173|4|1|3|Adons|ADONS;25173
46729|46002|46|2|1453|767|686|Ador|ADOR;46002
15280|15013|15|13|32|15|17|Adoufe|ADOUFE;15013
04770,04778,04779|4003|4|3|20514|10365|10149|Adra|ADRA;04003
05430|5002|5|2|2691|1376|1315|Adrada (la)|ADRADA (LA);05002
09462|9003|9|3|197|97|100|Adrada de Haza|ADRADA DE HAZA;09003
40192|40002|40|2|39|20|19|Adrada de Pirón|ADRADA DE PIRÓN;40002
42216|42003|42|3|25|14|11|Adradas|ADRADAS;42003
24277|24158|24|158|25|14|11|Adrados de Ordás|ADRADOS DE ORDÁS;24158
24859|24021|24|21|17|12|5|Adrados|ADRADOS;24021
40354|40003|40|3|125|74|51|Adrados|ADRADOS;40003
25717|25909|25|909|18|9|9|Adraén|ADRAÉN;25909
25797|25185|25|185|190|101|89|Adrall|ADRALL;25185
33813|33011|33|11|45|25|20|Adralés|ADRALÉS;33011
15689|15041|15|41|13|9|4|Adrán|ADRÁN;15041
15689|15059|15|59|33|16|17|Adrán|ADRÁN;15059
15689|15082|15|82|29|17|12|Adrán|ADRÁN;15082
15295|15020|15|20|26|11|15|Adraño|ADRAÑO;15020
04811|4070|4|70|9|4|5|Adrianes (los)|ADRIANES (LOS);04070
41710|41095|41|95|77|42|35|Adrianes (los)|ADRIANES (LOS);41095
27816|27018|27|18|4|3|1|Arco (o)|ARCO (O);27018
27816|27030|27|30|14|6|8|Arco (o)|ARCO (O);27030
27816|27038|27|38|11|5|6|Agro (o)|AGRO (O);27038
27816|27043|27|43|6|2|4|Agro (o)|AGRO (O);27043
27816|27065|27|65|26|13|13|Adro (o)|ADRO (O);27065
36639|36006|36|6|53|25|28|Adro (o)|ADRO (O);36006
15186|15024|15|24|92|36|56|Adro|ADRO;15024
03786|3001|3|1|367|189|178|Adsubia|ADSUBIA;03001
03730|3082|3|82|2893|1453|1440|Aduanas|ADUANAS;03082
20150|20002|20|2|282|153|129|Aduna|ADUNA;20002
46500|46220|46|220|66|37|29|Adventistas|ADVENTISTAS;46220
03690|3122|3|122|115|56|59|Advocat (l')|ADVOCAT (L');03122
07470|7042|7|42|76|49|27|Aeròdrom Militar|AERÒDROM MILITAR;07042
35509|35018|35|18|543|303|240|Aeropuerto|AEROPUERTO;35018
47620|47217|47|217|28|18|10|Aeropuerto|AEROPUERTO;47217
27299|27028|27|28|25|14|11|Aez|AEZ;27028
32171|32002|32|2|27|13|14|Afonsín|AFONSÍN;32002
15880|15089|15|89|53|21|32|Afos|AFOS;15089
35480,35489|35001|35|1|3366|1673|1693|Agaete|AGAETE;35001
17500|17147|17|147|322|164|158|Agafallops|AGAFALLOPS;17147
37510|37002|37|2|108|53|55|Agallas|AGALLAS;37002
15258|15045|15|45|50|21|29|Agar|AGAR;15045
15258|15052|15|52|20|9|11|Agar|AGAR;15052
48330|48055|48|55|27|12|15|Agarre|AGARRE;48055
35460,35488|35009|35|9|346|175|171|Agazal el|AGAZAL EL;35009
17529|17141|17|141|116|64|52|Age|AGE;17141
08349|8029|8|29|290|159|131|Agell|AGELL;08029
20170|20030|20|30|56|30|26|Aginaga|AGINAGA;20030
20170|20073|20|73|147|77|70|Aginaga|AGINAGA;20073
20170|20080|20|80|35|21|14|Aginaga|AGINAGA;20080
48960|48036|48|36|1845|953|892|Agirre-aperribai|AGIRRE-APERRIBAI;48036
48630|48043|48|43|1035|513|522|Agirre-areantza-guzurmendi|AGIRRE-AREANTZA-GUZURMENDI;48043
48370|48010|48|10|82|47|35|Agirre|AGIRRE;48010
48370|48011|48|11|43|25|18|Agirre|AGIRRE;48011
48370|48017|48|17|63|37|26|Agirre|AGIRRE;48017
48370|48053|48|53|112|53|59|Agirre|AGIRRE;48053
27792|27005|27|5|45|23|22|Agolada (a)|AGOLADA (A);27005
36514,36520,36524,36525,36526,36527,36528,36529|36020|36|20|396|193|203|Agolada|AGOLADA;36020
26160|26002|26|2|1009|547|462|Agoncillo|AGONCILLO;26002
33129|33051|33|51|470|232|238|Agones|AGONES;33051
15883|15082|15|82|86|39|47|Agoso|AGOSO;15082
03698|3002|3|2|4033|2004|2029|Agost|AGOST;03002
33875|33073|33|73|22|11|11|Agoveda|AGOVEDA;33073
15608,15995|15048|15|48|25|12|13|Agra (a)|AGRA (A);15048
15608,15995|15071|15|71|140|73|67|Agra (a)|AGRA (A);15071
15608,15995|15091|15|91|16|7|9|Agra (a)|AGRA (A);15091
15608,15995|15902|15|902|1|1|0|Agra (a)|AGRA (A);15902
27546|27001|27|1|13|6|7|Arca (a)|ARCA (A);27001
27546|27023|27|23|3|2|1|Agra (a)|AGRA (A);27023
27546|27025|27|25|16|9|7|Vara (a)|VARA (A);27025
27546|27053|27|53|1|1|0|Vara (a)|VARA (A);27053
27546|27057|27|57|16|7|9|Agra (a)|AGRA (A);27057
27546|27058|27|58|23|11|12|Agra (a)|AGRA (A);27058
27546|27063|27|63|4|1|3|Sara (a)|SARA (A);27063
32236|32040|32|40|0|0|0|Agra (a)|AGRA (A);32040
