postalcodes|municipality_id|province|municipality|population|population_men|population_women|name|village_id
33814|33001|33|1|24|14|10|Comba|COMBA;33001
33814|33011|33|11|11|5|6|Combu|COMBU;33011
15010,15011,15191|15030|15|30|81|30|51|Comeanda|COMEANDA;15030
43750|43060|43|60|852|434|418|Comellarets|COMELLARETS;43060
08233|8291|8|291|235|120|115|Comelles i|COMELLES I;08291
08233|8291|8|291|52|28|24|Comelles Ii|COMELLES II;08291
50830|50288|50|288|27|13|14|Comercio (el)|COMERCIO (EL);50288
08296,08592|8053|8|53|69|44|25|Comes (les)|COMES (LES);08053
08296,08592|8224|8|224|53|33|20|Comes (les)|COMES (LES);08224
17410|17170|17|170|0|0|0|Domes (les)|DOMES (LES);17170
17410|17193|17|193|573|295|278|Comes (les)|COMES (LES);17193
46250|46019|46|19|67|38|29|Comes (les)|COMES (LES);46019
36213|36057|36|57|158|75|83|Comesaña|COMESAÑA;36057
03750|3101|3|101|34|18|16|Cometa Orbeta|COMETA ORBETA;03101
03724,03729|3125|3|125|133|66|67|Cometa|COMETA;03125
03724,03729|3128|3|128|392|194|198|Cometa|COMETA;03128
39520,39528|39024|39|24|1717|800|917|Comillas|COMILLAS;39024
41710|41095|41|95|203|109|94|Comodoro (el)|COMODORO (EL);41095
15938|15011|15|11|201|106|95|Comoxo|COMOXO;15011
15212|15042|15|42|52|27|25|Comparada|COMPARADA;15042
24414|24115|24|115|15|9|6|Compludo|COMPLUDO;24115
32838,32894|32042|32|42|33|14|19|Compostela|COMPOSTELA;32042
32838,32894|32047|32|47|2|1|1|Compostela|COMPOSTELA;32047
24404|24115|24|115|1882|928|954|Compostilla|COMPOSTILLA;24115
08240,08243|8113|8|113|256|131|125|Comtals Grup (els)|COMTALS GRUP (ELS);08113
08755|8054|8|54|1249|631|618|Comte de Sert|COMTE DE SERT;08054
36950,36989|36022|36|22|260|130|130|Con (o)|CON (O);36022
36950,36989|36026|36|26|18|9|9|Con (o)|CON (O);36026
36950,36989|36029|36|29|1743|810|933|Con (o)|CON (O);36029
36950,36989|36042|36|42|38|19|19|Ceo (o)|CEO (O);36042
46117|46070|46|70|223|108|115|Conarda (la)|CONARDA (LA);46070
46117|46202|46|202|6223|3144|3079|Conarda (la)|CONARDA (LA);46202
25516,25517,25518|25161|25|161|421|215|206|Conca de Dalt|CONCA DE DALT;25161
25212|25911|25|911|92|53|39|Concabella|CONCABELLA;25911
09587|9410|9|410|5|1|4|Concejero|CONCEJERO;09410
04662|4053|4|53|91|43|48|Concepción (la)|CONCEPCIÓN (LA);04053
14816|14055|14|55|181|92|89|Concepción (la)|CONCEPCIÓN (LA);14055
35307|35021|35|21|366|174|192|Concepción (la)|CONCEPCIÓN (LA);35021
38677|38001|38|1|236|116|120|Concepción (la)|CONCEPCIÓN (LA);38001
15500|15035|15|35|250|125|125|Conces de Abaixo|CONCES DE ABAIXO;15035
15500|15035|15|35|87|42|45|Conces de Arriba|CONCES DE ARRIBA;15035
33429|33066|33|66|57|33|24|Conceyín (el)|CONCEYÍN (EL);33066
35500|35004|35|4|669|324|345|Concha (la)|CONCHA (LA);35004
39593,39690,39728|39072|39|72|16|10|6|Concha (la)|CONCHA (LA);39072
39593,39690,39728|39091|39|91|46|20|26|Concha (la)|CONCHA (LA);39091
39593,39690,39728|39099|39|99|797|404|393|Concha (la)|CONCHA (LA);39099
19287|19265|19|265|3|2|1|Concha|CONCHA;19265
39527|39068|39|68|25|11|14|Concha|CONCHA;39068
48891|48022|48|22|430|207|223|Concha|CONCHA;48022
32981|32054|32|54|5|1|4|Conchada (a)|CONCHADA (A);32054
32981|32081|32|81|5|5|0|Conchada (a)|CONCHADA (A);32081
18659|18908|18|908|237|126|111|Cónchar|CÓNCHAR;18908
32897|32041|32|41|29|12|17|Conchas (as)|CONCHAS (AS);32041
22414|22158|22|158|129|65|64|Conchel|CONCHEL;22158
15948|15067|15|67|114|59|55|Conchido|CONCHIDO;15067
32592|32055|32|55|17|8|9|Concieiro|CONCIEIRO;32055
44397|44216|44|216|146|74|72|Concud|CONCUD;44216
39718|39037|39|37|29|13|16|Condado (el)|CONDADO (EL);39037
50172|50017|50|17|206|111|95|Condado (el)|CONDADO (EL);50017
32236,32711|32056|32|56|39|18|21|Condado (o)|CONDADO (O);32056
32236,32711|32058|32|58|85|41|44|Condado (o)|CONDADO (O);32058
32236,32711|32075|32|75|1|1|0|Condado|CONDADO;32075
40318|40060|40|60|85|46|39|Condado de Castilnovo|CONDADO DE CASTILNOVO;40060
17310|17095|17|95|485|249|236|Condado de Jaruco|CONDADO DE JARUCO;17095
09215,09216,09217,09218,09294|9109|9|109|1416|778|638|Condado de Treviño|CONDADO DE TREVIÑO;09109
09559|9217|9|217|63|34|29|Condado|CONDADO;09217
36612|36010|36|10|51|28|23|Condado|CONDADO;36010
33992|33032|33|32|400|195|205|Condao (el)|CONDAO (EL);33032
15689|15059|15|59|81|36|45|Conde (o)|CONDE (O);15059
32766|32023|32|23|8|2|6|Condelle|CONDELLE;32023
19275|19095|19|95|10|8|2|Condemios de Abajo|CONDEMIOS DE ABAJO;19095
19244,19275|19096|19|96|85|48|37|Condemios de Arriba|CONDEMIOS DE ARRIBA;19096
15198|15031|15|31|53|28|25|Condes (os)|CONDES (OS);15031
15198|15065|15|65|8|5|3|Condes (os)|CONDES (OS);15065
32456|32065|32|65|12|7|5|Condes de Abaixo|CONDES DE ABAIXO;32065
32456|32065|32|65|19|7|12|Condes de Arriba|CONDES DE ARRIBA;32065
15145|15010|15|10|8|5|3|Condes|CONDES;15010
15145|15041|15|41|44|21|23|Condes|CONDES;15041
15145|15055|15|55|28|14|14|Conces|CONCES;15055
15145|15058|15|58|26|13|13|Condús|CONDÚS;15058
15145|15064|15|64|80|36|44|Condós|CONDÓS;15064
38769,38870|38024|38|24|34|17|17|Condesa (la)|CONDESA (LA);38024
38769,38870|38049|38|49|16|10|6|Condesa (la)|CONDESA (LA);38049
36164|36013|36|13|29|13|16|Condes|CONDES;36013
36164|36038|36|38|93|47|46|Condesa|CONDESA;36038
15145|15041|15|41|47|20|27|Condesuso|CONDESUSO;15041
36649|36044|36|44|82|37|45|Condide|CONDIDE;36044
36649|36049|36|49|69|31|38|Condide|CONDIDE;36049
30565|30024|30|24|381|204|177|Condomina (la)|CONDOMINA (LA);30024
30565|30038|30|38|195|108|87|Condomina (la)|CONDOMINA (LA);30038
15228|15002|15|2|55|26|29|Condomiña (a)|CONDOMIÑA (A);15002
15228|15901|15|901|6|2|4|Condomiña|CONDOMIÑA;15901
33979|33032|33|32|5|2|3|Condueñu|CONDUEÑU;33032
15174|15031|15|31|1847|907|940|Conduzo|CONDUZO;15031
30509|30027|30|27|1036|529|507|Conejos (los)|CONEJOS (LOS);30027
43427,43428|43046|43|46|101|49|52|Conesa|CONESA;43046
30331,30593|30016|30|16|19|9|10|Conesas (los)|CONESAS (LOS);30016
30331,30593|30030|30|30|273|149|124|Conesas (los)|CONESAS (LOS);30030
24234|24088|24|88|4|3|1|Conforcos|CONFORCOS;24088
33681|33002|33|2|27|11|16|Conforcos|CONFORCOS;33002
33681|33031|33|31|16|8|8|Conforcos|CONFORCOS;33031
33681|33037|33|37|0|0|0|Conforcos|CONFORCOS;33037
33678|33002|33|2|13|9|4|Conforcá (la)|CONFORCÁ (LA);33002
27728|27048|27|48|46|24|22|Conforto|CONFORTO;27048
03517|3057|3|57|123|72|51|Confrides|CONFRIDES;03057
32136|32076|32|76|19|6|13|Confurco|CONFURCO;32076
15948|15067|15|67|40|20|20|Conga|CONGA;15067
39586|39015|39|15|12|10|2|Congarna|CONGARNA;39015
04738|4102|4|102|132|90|42|Congo (el)|CONGO (EL);04102
49619|49018|49|18|61|28|33|Congosta|CONGOSTA;49018
33694|33033|33|33|11|5|6|Congostinas|CONGOSTINAS;33033
34878,34882,34470|34062|34|62|126|71|55|Congosto de Valdavia|CONGOSTO DE VALDAVIA;34062
09124|9175|9|175|7|5|2|Congosto|CONGOSTO;09175
24398|24057|24|57|247|122|125|Congosto|CONGOSTO;24057
36619|36013|36|13|35|17|18|Congostra|CONGOSTRA;36013
36619|36060|36|60|82|39|43|Congostra (a)|CONGOSTRA (A);36060
15597|15039|15|39|3|2|1|Congostras (as)|CONGOSTRAS (AS);15039
15597|15049|15|49|2|1|1|Congostras (as)|CONGOSTRAS (AS);15049
15597|15054|15|54|53|27|26|Congostras|CONGOSTRAS;15054
19243|19097|19|97|12|9|3|Congostrina|CONGOSTRINA;19097
32654|32067|32|67|68|33|35|Congostro|CONGOSTRO;32067
11140,11149|11014|11|14|13761|6832|6929|Conil de la Frontera|CONIL DE LA FRONTERA;11014
35572|35028|35|28|359|170|189|Conil|CONIL;35028
30100|30030|30|30|60|23|37|Conjunto Residencial|CONJUNTO RESIDENCIAL;30030
36668|36032|36|32|46|22|24|Conles|CONLES;36032
15118|15040|15|40|43|21|22|Conlle|CONLLE;15040
25656|25115|25|115|107|60|47|Conques|CONQUES;25115
42296|42115|42|115|14|8|6|Conquezuela|CONQUEZUELA;42115
10240|10066|10|66|190|111|79|Conquista de la Sierra|CONQUISTA DE LA SIERRA;10066
06410|6044|6|44|110|59|51|Conquista del Guadiana|CONQUISTA DEL GUADIANA;06044
14448|14020|14|20|371|191|180|Conquista|CONQUISTA;14020
36164|36035|36|35|238|117|121|Con|CON;36035
36164|36038|36|38|0|0|0|Cons|CONS;36038
30811|30024|30|24|34|13|21|Consejero (el)|CONSEJERO (EL);30024
07330|7016|7|16|3628|1791|1837|Consell|CONSELL;07016
15314|15064|15|64|32|17|15|Consistorio (o)|CONSISTORIO (O);15064
36430|36001|36|1|273|144|129|Consistorio|CONSISTORIO;36001
32557|32092|32|92|24|16|8|Conso|CONSO;32092
08350|8006|8|6|95|53|42|Consol-riera Caldes|CONSOL-RIERA CALDES;08006
36684|36017|36|17|71|28|43|Consolación (a)|CONSOLACIÓN (A);36017
13310|13087|13|87|155|73|82|Consolación|CONSOLACIÓN;13087
09572|9409|9|409|3|2|1|Consortes|CONSORTES;09409
33791|33034|33|34|31|14|17|Constancios|CONSTANCIOS;33034
27154|27039|27|39|145|68|77|Constante|CONSTANTE;27039
41450|41033|41|33|5616|2782|2834|Constantina|CONSTANTINA;41033
43120|43047|43|47|6534|3369|3165|Constantí|CONSTANTÍ;43047
05217|5064|5|64|83|45|38|Constanzana|CONSTANZANA;05064
36638|36015|36|15|26|11|15|Constenla|CONSTENLA;36015
36638|36017|36|17|5|3|2|Constenla|CONSTENLA;36017
36638|36027|36|27|44|23|21|Constenla (a)|CONSTENLA (A);36027
15109|15019|15|19|48|21|27|Constenla|CONSTENLA;15019
15109|15082|15|82|59|21|38|Constenla|CONSTENLA;15082
15109|15088|15|88|0|0|0|Constenla|CONSTENLA;15088
40389|40195|40|195|18|10|8|Consuegra de Murera|CONSUEGRA DE MURERA;40195
45700|45053|45|53|9901|5028|4873|Consuegra|CONSUEGRA;45053
04825|4037|4|37|147|70|77|Contador (el)|CONTADOR (EL);04037
50239|50087|50|87|27|15|12|Contamina|CONTAMINA;50087
15911|15074|15|74|43|20|23|Contimunde|CONTIMUNDE;15074
33311|33076|33|76|10|5|5|Contina|CONTINA;33076
36599|36004|36|4|50|23|27|Costiña (a)|COSTIÑA (A);36004
36599|36059|36|59|48|23|25|Contiña (a)|CONTIÑA (A);36059
36599|36901|36|901|51|21|30|Cantiño (o)|CANTIÑO (O);36901
36599|36902|36|902|12|8|4|Costiña (a)|COSTIÑA (A);36902
33873|33012|33|12|11|6|5|Con|CON;33012
33873|33073|33|73|14|8|6|Conto|CONTO;33073
09613|9110|9|110|81|52|29|Contreras|CONTRERAS;09110
46317|46259|46|259|14|8|6|Contreras|CONTRERAS;46259
15984|15072|15|72|83|43|40|Contrés|CONTRÉS;15072
27160|27022|27|22|1|0|1|Contariz|CONTARIZ;27022
27160|27028|27|28|97|48|49|Conturiz|CONTURIZ;27028
05146|5033|5|33|34|10|24|Convento de Duruelo (el)|CONVENTO DE DURUELO (EL);05033
15145|15041|15|41|18|10|8|Convento|CONVENTO;15041
15145|15050|15|50|0|0|0|Convento|CONVENTO;15050
36995|36041|36|41|20|16|4|Convento|CONVENTO;36041
04647|4075|4|75|477|232|245|Convoy (el)|CONVOY (EL);04075
33327|33019|33|19|16|9|7|Conyéu (el)|CONYÉU (EL);33019
33327|33033|33|33|0|0|0|Coveyu (el)|COVEYU (EL);33033
39408|39025|39|25|246|128|118|Coo|COO;39025
49783|49052|49|52|198|111|87|Coomonte|COOMONTE;49052
30189|30012|30|12|621|292|329|Copa (la)|COPA (LA);30012
30889|30003|30|3|14|7|7|Cope|COPE;30003
36659|36005|36|5|131|57|74|Cope|COPE;36005
19292|19098|19|98|31|19|12|Copernal|COPERNAL;19098
33619|33037|33|37|20|13|7|Copián|COPIÁN;33037
08289|8071|8|71|261|120|141|Copons|COPONS;08071
37609|37050|37|50|9|5|4|Coquilla de Huebra|COQUILLA DE HUEBRA;37050
11130|11015|11|15|476|231|245|Coquina (la)|COQUINA (LA);11015
36682|36017|36|17|70|32|38|Cora|CORA;36017
47169|47076|47|76|88|45|43|Corala (la)|CORALA (LA);47076
33556|33012|33|12|19|7|12|Corao Castiellu|CORAO CASTIELLU;33012
33556|33012|33|12|7|6|1|Coraín|CORAÍN;33012
33556|33012|33|12|103|48|55|Corao|CORAO;33012
12599|12093|12|93|13|7|6|Coratxà|CORATXÀ;12093
06011|6015|6|15|129|66|63|Corazón de Jesús|CORAZÓN DE JESÚS;06015
30800|30024|30|24|505|259|246|Corazón de María|CORAZÓN DE MARÍA;30024
44193|44082|44|82|108|56|52|Corbalán|CORBALÁN;44082
44721|44085|44|85|8|7|1|Corbatón|CORBATÓN;44085
15339|15046|15|46|19|11|8|Corbelle|CORBELLE;15046
15339|15061|15|61|11|6|5|Corbelle|CORBELLE;15061
43784|43048|43|48|969|503|466|Corbera D'ebre|CORBERA D'EBRE;43048
08757|8072|8|72|7244|3593|3651|Corbera de Llobregat|CORBERA DE LLOBREGAT;08072
46612|46098|46|98|2813|1399|1414|Corbera|CORBERA;46098
24228|24175|24|175|156|83|73|Corbillos de la Sobarriba|CORBILLOS DE LA SOBARRIBA;24175
24225|24058|24|58|33|20|13|Corbillos de los Oteros|CORBILLOS DE LOS OTEROS;24058
25137|25078|25|78|1441|803|638|Corbins|CORBINS;25078
24480|24109|24|109|14|9|5|Corbón del Sil|CORBÓN DEL SIL;24109
38714|38030|38|30|45|24|21|Corcho (el)|CORCHO (EL);38030
45569,45600|45125|45|125|14|7|7|Corchuela|CORCHUELA;45125
15110|15014|15|14|62|33|29|Corcoesto Lugar Grande|CORCOESTO LUGAR GRANDE;15014
46178|46036|46|36|47|29|18|Corcolilla|CORCOLILLA;46036
39294|39017|39|17|42|24|18|Corconte|CORCONTE;39017
24170|24052|24|52|9|7|2|Corcos|CORCOS;24052
47280,47281|47055|47|55|169|98|71|Corcos|CORCOS;47055
41599|41014|41|14|388|185|203|Corcoya|CORCOYA;41014
15130,15137|15028|15|28|1403|704|699|Corcubión|CORCUBIÓN;15028
27825|27001|27|1|17|7|10|Cordal (o)|CORDAL (O);27001
27825|27010|27|10|6|1|5|Corral (o)|CORRAL (O);27010
27825|27010|27|10|3|1|2|Cordón (o)|CORDÓN (O);27010
27825|27040|27|40|2|1|1|Corral (o)|CORRAL (O);27040
27825|27065|27|65|51|23|28|Cordal (o)|CORDAL (O);27065
15174|15031|15|31|1848|892|956|Cordeda|CORDEDA;15031
36205,36214|36057|36|57|349|161|188|Cordeira|CORDEIRA;36057
33450|33016|33|16|5|3|2|Cordel (el)|CORDEL (EL);33016
28942|28058|28|58|0|0|0|Cordel de la Carrera|CORDEL DE LA CARRERA;28058
35422|35013|35|13|73|38|35|Cordillera (la)|CORDILLERA (LA);35013
24915|24116|24|116|43|20|23|Cordiñanes de Valdeón|CORDIÑANES DE VALDEÓN;24116
15555|15022|15|22|61|31|30|Cordobelas|CORDOBELAS;15022
06487|6038|6|38|868|448|420|Cordobilla de Lácara|CORDOBILLA DE LÁCARA;06038
14500|14056|14|56|238|116|122|Cordobilla|CORDOBILLA;14056
33128|33051|33|51|14|7|7|Cordovero|CORDOVERO;33051
34810|34004|34|4|20|9|11|Cordovilla de Aguilar|CORDOVILLA DE AGUILAR;34004
34259|34063|34|63|79|47|32|Cordovilla la Real|CORDOVILLA LA REAL;34063
02513|2074|2|74|248|126|122|Cordovilla|CORDOVILLA;02074
31191|31109|31|109|820|437|383|Cordovilla|CORDOVILLA;31109
37337|37110|37|110|112|60|52|Cordovilla|CORDOVILLA;37110
26311|26052|26|52|158|80|78|Cordovín|CORDOVÍN;26052
19334,19341,19343,19390,19392|19099|19|99|201|103|98|Corduente|CORDUENTE;19099
36539|36047|36|47|14|7|7|Coreixas|COREIXAS;36047
31591|31077|31|77|8107|4102|4005|Corella|CORELLA;31077
04858|4031|4|31|32|15|17|Corellas (los)|CORELLAS (LOS);04031
26144|26053|26|53|257|136|121|Corera|CORERA;26053
15110,15863|15007|15|7|14|9|5|Cores|CORES;15007
15110,15863|15068|15|68|66|37|29|Cores|CORES;15068
33842|33068|33|68|30|16|14|Corés|CORÉS;33068
36612|36010|36|10|353|175|178|Cores|CORES;36010
36612|36061|36|61|125|53|72|Cores|CORES;36061
49530|49053|49|53|965|492|473|Coreses|CORESES;49053
32368|32083|32|83|9|4|5|Corexido|COREXIDO;32083
15893|15078|15|78|184|87|97|Corexo|COREXO;15078
15286|15012|15|12|31|17|14|Corna (a)|CORNA (A);15012
15286|15062|15|62|13|6|7|Corga (a)|CORGA (A);15062
15286|15077|15|77|12|6|6|Corna (a)|CORNA (A);15077
32693|32077|32|77|39|17|22|Corga (a)|CORGA (A);32077
15145|15017|15|17|6|4|2|Corgo (o)|CORGO (O);15017
15145|15041|15|41|25|11|14|Corgo (o)|CORGO (O);15041
15145|15062|15|62|10|4|6|Cotro (o)|COTRO (O);15062
15145|15073|15|73|3|1|2|Corgo (o)|CORGO (O);15073
27163|27014|27|14|124|69|55|Corgo (o)|CORGO (O);27014
27163|27021|27|21|4|2|2|Corno (o)|CORNO (O);27021
27163|27031|27|31|10|4|6|Corga (a)|CORGA (A);27031
41100|41034|41|34|29556|14659|14897|Coria del Río|CORIA DEL RÍO;41034
10800,10811|10067|10|67|11010|5353|5657|Coria|CORIA;10067
33129|33051|33|51|53|25|28|Corias|CORIAS;33051
33685|33002|33|2|279|135|144|Corigos|CORIGOS;33002
33685|33003|33|3|14|9|5|Corigos|CORIGOS;33003
41780|41035|41|35|1183|577|606|Coripe|CORIPE;41035
15147,15148|15029|15|29|5878|2824|3054|Coristanco|CORISTANCO;15029
33986|33032|33|32|17|10|7|Corián|CORIÁN;33032
15114|15068|15|68|1074|554|520|Corme-porto|CORME-PORTO;15068
09210|9412|9|412|3|1|2|Cormenzana|CORMENZANA;09412
32137|32061|32|61|42|23|19|Corna (a)|CORNA (A);32061
15838,15885|15006|15|6|7|2|5|Cornado|CORNADO;15006
15838,15885|15056|15|56|24|11|13|Cornado|CORNADO;15056
15838,15885|15089|15|89|62|33|29|Cornado|CORNADO;15089
36677|36015|36|15|31|14|17|Cornado|CORNADO;36015
36677|36024|36|24|12|7|5|Cornado|CORNADO;36024
36677|36042|36|42|32|15|17|Cornedo|CORNEDO;36042
36677|36052|36|52|38|20|18|Cornado|CORNADO;36052
26526,26527|26054|26|54|305|182|123|Cornago|CORNAGO;26054
15839|15013|15|13|46|21|25|Cornanda|CORNANDA;15013
33874|33073|33|73|18|8|10|Cornás|CORNÁS;33073
36619|36060|36|60|214|98|116|Cornazo de Abaixo|CORNAZO DE ABAIXO;36060
32138|32013|32|13|0|0|0|Córneas|CÓRNEAS;32013
32138|32059|32|59|10|7|3|Corneda|CORNEDA;32059
32138|32061|32|61|4|1|3|Córneas|CÓRNEAS;32061
36549|36018|36|18|35|17|18|Córneas|CÓRNEAS;36018
36549|36034|36|34|8|4|4|Corneda|CORNEDA;36034
15822|15085|15|85|21|12|9|Corneda|CORNEDA;15085
15199|15031|15|31|97|53|44|Cornedo|CORNEDO;15031
15863|15007|15|7|54|21|33|Corneira|CORNEIRA;15007
32428|32040|32|40|59|27|32|Corneira|CORNEIRA;32040
09568|9215|9|215|40|24|16|Cornejo|CORNEJO;09215
25717|25909|25|909|22|13|9|Cornellana|CORNELLANA;25909
33850|33059|33|59|541|277|264|Cornellana|CORNELLANA;33059
08940|8073|8|73|76162|36863|39299|Cornellà de Llobregat|CORNELLÀ DE LLOBREGAT;08073
17844|17056|17|56|1145|540|605|Cornellà del Terri|CORNELLÀ DEL TERRI;17056
15258,15290,15911|15045|15|45|18|9|9|Cornes|CORNES;15045
15258,15290,15911|15053|15|53|32|18|14|Cornes|CORNES;15053
15258,15290,15911|15070|15|70|0|0|0|Cornas|CORNAS;15070
15258,15290,15911|15074|15|74|103|47|56|Cornes|CORNES;15074
15258,15290,15911|15088|15|88|36|20|16|Cornes|CORNES;15088
33620|33033|33|33|13|7|6|Corneyana|CORNEYANA;33033
45638|45132|45|132|80|39|41|Cornicabral (el)|CORNICABRAL (EL);45132
15167,15560,15866|15008|15|8|44|24|20|Cornide|CORNIDE;15008
15167,15560,15866|15019|15|19|25|11|14|Cernide|CERNIDE;15019
15167,15560,15866|15035|15|35|23|12|11|Cornide|CORNIDE;15035
15167,15560,15866|15054|15|54|34|20|14|Cornide|CORNIDE;15054
15167,15560,15866|15069|15|69|22|9|13|Cornide|CORNIDE;15069
15167,15560,15866|15076|15|76|174|84|90|Cornide|CORNIDE;15076
15167,15560,15866|15082|15|82|120|58|62|Cornide|CORNIDE;15082
15167,15560,15866|15902|15|902|1|1|0|Choride|CHORIDE;15902
15295|15020|15|20|53|29|24|Cornido|CORNIDO;15020
24980|24060|24|60|43|22|21|Corniero|CORNIERO;24060
35120|35012|35|12|5539|2739|2800|Cornisa del Suroeste|CORNISA DEL SUROESTE;35012
32170|32002|32|2|88|58|30|Cornoces|CORNOCES;32002
39790,39795|39009|39|9|11|6|5|Cornoció|CORNOCIÓ;39009
39790,39795|39029|39|29|4|1|3|Cornoció|CORNOCIÓ;39029
33887|33001|33|1|5|3|2|Cornollo|CORNOLLO;33001
24132|24132|24|132|13|8|5|Cornombre|CORNOMBRE;24132
34879|34171|34|171|15|9|6|Cornón de la Peña|CORNÓN DE LA PEÑA;34171
34878|34062|34|62|8|7|1|Cornoncillo|CORNONCILLO;34062
43360,43362|43049|43|49|892|467|425|Cornudella de Montsant|CORNUDELLA DE MONTSANT;43049
43713|43137|43|137|201|108|93|Cornudella|CORNUDELLA;43137
09246|9238|9|238|58|34|24|Cornudilla|CORNUDILLA;09238
33314|33076|33|76|0|0|0|Corolla (la)|COROLLA (LA);33076
33519|33021|33|21|15|6|9|Corollos|COROLLOS;33021
08261|8047|8|47|449|235|214|Coromina (la)|COROMINA (LA);08047
08256|8002|8|2|9|5|4|Corominas (las)|COROMINAS (LAS);08002
38631|38006|38|6|195|98|97|Coromoto|COROMOTO;38006
03730|3082|3|82|136|72|64|Corona (la)|CORONA (LA);03082
17539|17024|17|24|5|2|3|Corona (la)|CORONA (LA);17024
46720|46255|46|255|40|15|25|Corona (la)|CORONA (LA);46255
06469|6039|6|39|2159|1052|1107|Coronada (la)|CORONADA (LA);06039
14298|14029|14|29|325|170|155|Coronada (la)|CORONADA (LA);14029
33887|33001|33|1|18|12|6|Corondeño|CORONDEÑO;33001
39250|39094|39|94|3|2|1|Coroneles|CORONELES;39094
41760|41036|41|36|4659|2333|2326|Coronil (el)|CORONIL (EL);41036
15176|15058|15|58|270|140|130|Coroto (o)|COROTO (O);15058
15938|15011|15|11|90|45|45|Coroño|COROÑO;15011
28811|28048|28|48|741|380|361|Corpa|CORPA;28048
36598|36024|36|24|39|17|22|Corpiño|CORPIÑO;36024
24740|24011|24|11|5|4|1|Corporales|CORPORALES;24011
24740|24172|24|172|112|55|57|Corporales|CORPORALES;24172
26259|26055|26|55|18|12|6|Corporales|CORPORALES;26055
37251|37014|37|14|191|88|103|Corporario|CORPORARIO;37014
15182|15021|15|21|80|41|39|Corposanto|CORPOSANTO;15021
15985|15072|15|72|45|27|18|Corques|CORQUES;15072
39788|39030|39|30|46|22|24|Corra (la)|CORRA (LA);39030
32751|32049|32|49|13|8|5|Corraínzas (as)|CORRAÍNZAS (AS);32049
15166|15008|15|8|19|10|9|Corral de Igrexa (o)|CORRAL DE IGREXA (O);15008
15166|15008|15|8|60|32|28|Corral da Igrexa (o)|CORRAL DA IGREXA (O);15008
27210|27020|27|20|9|5|4|Curral de Abaixo (o)|CURRAL DE ABAIXO (O);27020
27210|27026|27|26|9|5|4|Curral de Abaixo (o)|CURRAL DE ABAIXO (O);27026
27210|27028|27|28|7|4|3|Corral de Abaixo (o)|CORRAL DE ABAIXO (O);27028
45880|45054|45|54|5058|2619|2439|Corral de Almaguer|CORRAL DE ALMAGUER;45054
27204|27028|27|28|14|6|8|Corral de Arriba (o)|CORRAL DE ARRIBA (O);27028
27204|27040|27|40|36|19|17|Corral de Arriba|CORRAL DE ARRIBA;27040
40529|40061|40|61|71|41|30|Corral de Ayllón|CORRAL DE AYLLÓN;40061
13190|13035|13|35|1087|521|566|Corral de Calatrava|CORRAL DE CALATRAVA;13035
46370|46111|46|111|92|51|41|Corral de Carmelo|CORRAL DE CARMELO;46111
46160|46147|46|147|206|110|96|Corral de la Marquesa (el)|CORRAL DE LA MARQUESA (EL);46147
24870,24877|24068|24|68|11|2|9|Corral de las Arrimadas|CORRAL DE LAS ARRIMADAS;24068
15210|15057|15|57|23|13|10|Corral de Orro|CORRAL DE ORRO;15057
46728|46131|46|131|20|9|11|Corral del Moliner|CORRAL DEL MOLINER;46131
15805|15046|15|46|21|12|9|Corral do Medio|CORRAL DO MEDIO;15046
02693|2027|2|27|272|147|125|Corral-rubio|CORRAL-RUBIO;02027
39460|39018|39|18|80|41|39|Corral|CORRAL;39018
33610|33037|33|37|14|9|5|Corraldusu (el)|CORRALDUSU (EL);33037
35660|35014|35|14|3567|1855|1712|Corralejo Playa|CORRALEJO PLAYA;35014
09127|9415|9|415|18|10|8|Corralejo|CORRALEJO;09415
35640,35660|35014|35|14|10644|5544|5100|Corralejo|CORRALEJO;35014
35333|35027|35|27|85|48|37|Corrales (los)|CORRALES (LOS);35027
39400,39592|39025|39|25|8729|4185|4544|Corrales (los)|CORRALES (LOS);39025
39400,39592|39091|39|91|9|5|4|Corrales (los)|CORRALES (LOS);39091
41657|41037|41|37|3960|2019|1941|Corrales (los)|CORRALES (LOS);41037
46313|46249|46|249|262|134|128|Corrales (los)|CORRALES (LOS);46249
47317|47056|47|56|109|63|46|Corrales de Duero|CORRALES DE DUERO;47056
49700,49706|49054|49|54|744|361|383|Corrales del Vino|CORRALES DEL VINO;49054
21110,21120|21002|21|2|4726|2351|2375|Corrales|CORRALES;21002
24521|24011|24|11|4|1|3|Corrales|CORRALES;24011
35469,35488|35009|35|9|148|74|74|Corralete (el)|CORRALETE (EL);35009
35328|35033|35|33|49|30|19|Corraletes|CORRALETES;35033
14014|14021|14|21|13|7|6|Corralijas (las)|CORRALIJAS (LAS);14021
35118,35260|35002|35|2|170|92|78|Corralillos (los)|CORRALILLOS (LOS);35002
33129|33051|33|51|32|16|16|Corralinos|CORRALINOS;33051
33957|33031|33|31|1|0|1|Corralón (el)|CORRALÓN (EL);33031
33957|33060|33|60|10|5|5|Corralón (el)|CORRALÓN (EL);33060
18816|18046|18|46|4|2|2|Corralón|CORRALÓN;18046
33677|33002|33|2|17|10|7|Corralá (la)|CORRALÁ (LA);33002
33677|33069|33|69|36|19|17|Corrada (la)|CORRADA (LA);33069
33639|33033|33|33|21|13|8|Corraón (el)|CORRAÓN (EL);33033
32520|32011|32|11|18|6|12|Correa|CORREA;32011
