distance|iqid|vqid|maxradius
4.221|Q98961873|Q11918330|5.0
4.799|Q98961876|Q11918330|5.0
3.335|Q98973133|Q11918330|5.0
2.279|Q105924138|Q11918330|5.0
3.505|Q105924157|Q11918330|5.0
3.907|Q105924269|Q11918330|5.0
4.522|Q21530127|Q11918330|5.0
4.294|Q21530184|Q11918330|5.0
4.229|Q21530726|Q11918330|5.0
3.499|Q21569114|Q11918330|5.0
3.705|Q73406619|Q11918330|5.0
4.676|Q82346286|Q11918330|5.0
3.458|Q99014671|Q11918330|5.0
3.977|Q99014881|Q11918330|5.0
3.167|Q106114913|Q11918330|5.0
3.344|Q106114937|Q11918330|5.0
3.27|Q106114942|Q11918330|5.0
3.66|Q113130792|Q11918330|5.0
3.513|Q105924271|Q11918330|5.0
4.708|Q105924273|Q11918330|5.0
4.269|Q105924276|Q11918330|5.0
3.719|Q105924279|Q11918330|5.0
4.206|Q105924285|Q11918330|5.0
3.855|Q110641583|Q11918330|5.0
3.157|Q110641748|Q11918330|5.0
3.953|Q110641815|Q11918330|5.0
3.782|Q110642026|Q11918330|5.0
2.217|Q111097891|Q11918330|5.0
4.142|Q111261341|Q11918330|5.0
3.66|Q111338945|Q11918330|5.0
2.723|Q111339357|Q11918330|5.0
3.731|Q111595410|Q11918330|5.0
4.779|Q113175021|Q11918330|5.0
1.397|Q106114926|Q11918330|5.0
3.503|Q106114931|Q11918330|5.0
3.325|Q106114945|Q11918330|5.0
3.226|Q106114947|Q11918330|5.0
3.797|Q106114954|Q11918330|5.0
2.804|Q106114969|Q11918330|5.0
2.245|Q106115004|Q11918330|5.0
0.975|Q106115005|Q11918330|5.0
0.2|Q106115007|Q11918330|5.0
3.693|Q106115009|Q11918330|5.0
4.253|Q106115013|Q11918330|5.0
2.11|Q106115015|Q11918330|5.0
2.84|Q106654404|Q11918330|5.0
3.226|Q110641814|Q11918330|5.0
2.176|Q110641817|Q11918330|5.0
2.828|Q111120763|Q11918330|5.0
2.479|Q111261032|Q11918330|5.0
2.736|Q111338569|Q11918330|5.0
2.74|Q111338704|Q11918330|5.0
2.714|Q111595409|Q11918330|5.0
1.525|Q58461782|Q11918330|5.0
2.438|Q60166420|Q11918330|5.0
3.129|Q65208578|Q11918330|5.0
1.115|Q65208599|Q11918330|5.0
2.492|Q65208675|Q11918330|5.0
1.939|Q67150351|Q11918330|5.0
0.703|Q67150726|Q11918330|5.0
3.9|Q73259762|Q11918330|5.0
0.693|Q73262605|Q11918330|5.0
0.127|Q73282192|Q11918330|5.0
4.511|Q73283389|Q11918330|5.0
3.661|Q73283456|Q11918330|5.0
3.432|Q73360510|Q11918330|5.0
3.3|Q73361643|Q11918330|5.0
3.762|Q73376545|Q11918330|5.0
4.76|Q73394054|Q11918330|5.0
2.21|Q73415913|Q11918330|5.0
0.787|Q73417701|Q11918330|5.0
2.618|Q83738406|Q11918330|5.0
2.638|Q83738412|Q11918330|5.0
1.295|Q83738418|Q11918330|5.0
2.59|Q83738424|Q11918330|5.0
2.663|Q83738428|Q11918330|5.0
2.808|Q83738432|Q11918330|5.0
2.041|Q84321847|Q11918330|5.0
1.092|Q84321856|Q11918330|5.0
1.191|Q85693639|Q11918330|5.0
2.549|Q85694040|Q11918330|5.0
3.669|Q85694540|Q11918330|5.0
1.648|Q105924199|Q11918330|5.0
2.165|Q105924254|Q11918330|5.0
29.368|Q11943765|Q11918322|30.0
27.088|Q11953467|Q11918322|30.0
28.664|Q11953709|Q11918322|30.0
27.752|Q17482070|Q11918322|30.0
26.641|Q17482568|Q11918322|30.0
29.36|Q17482992|Q11918322|30.0
28.975|Q24002407|Q11918322|30.0
28.247|Q11943607|Q11918322|30.0
28.262|Q11943715|Q11918322|30.0
28.453|Q11953494|Q11918322|30.0
28.386|Q17481600|Q11918322|30.0
28.936|Q17481818|Q11918322|30.0
27.014|Q17481874|Q11918322|30.0
27.413|Q17482193|Q11918322|30.0
26.61|Q17482946|Q11918322|30.0
29.397|Q17483149|Q11918322|30.0
24.971|Q15144372|Q11918322|30.0
25.399|Q17481449|Q11918322|30.0
25.738|Q17483310|Q11918322|30.0
24.826|Q19368226|Q11918322|30.0
21.223|Q9034703|Q11918322|30.0
22.587|Q17482953|Q11918322|30.0
24.055|Q17483196|Q11918322|30.0
22.478|Q11953756|Q11918322|30.0
11.72|Q17482898|Q11918322|30.0
8.289|Q17482738|Q11918322|30.0
10.762|Q1122701|Q11918322|30.0
8.147|Q549314|Q11918322|30.0
20.716|Q28119365|Q11918322|30.0
20.037|Q28119366|Q11918322|30.0
18.863|Q28119367|Q11918322|30.0
21.689|Q28119515|Q11918322|30.0
8.404|Q24019707|Q11918322|30.0
7.695|Q28119513|Q11918322|30.0
29.748|Q24023459|Q11918322|30.0
25.12|Q24024653|Q11918322|30.0
22.376|Q28119514|Q11918322|30.0
24.495|Q28119516|Q11918322|30.0
24.249|Q28119517|Q11918322|30.0
23.365|Q28119518|Q11918322|30.0
22.849|Q28119519|Q11918322|30.0
8.261|Q1053014|Q11918322|30.0
8.853|Q3331620|Q11918322|30.0
6.801|Q3329630|Q11918322|30.0
6.353|Q3329621|Q11918322|30.0
5.793|Q3331605|Q11918322|30.0
6.402|Q87085905|Q11918322|30.0
7.695|Q87167423|Q11918322|30.0
22.384|Q105063757|Q11918322|30.0
16.476|Q6033097|Q11918322|30.0
15.011|Q29458694|Q11918322|30.0
13.897|Q3357262|Q11918322|30.0
12.599|Q3816465|Q11918322|30.0
10.752|Q1062480|Q11918322|30.0
13.421|Q3816555|Q11918322|30.0
10.764|Q20949793|Q11918322|30.0
10.784|Q3821701|Q11918322|30.0
9.167|Q11938046|Q11918322|30.0
12.126|Q26805734|Q11918322|30.0
10.083|Q634421|Q11918322|30.0
9.97|Q11938096|Q11918322|30.0
8.973|Q17301300|Q11918322|30.0
8.141|Q15735772|Q11918322|30.0
8.761|Q876794|Q11918322|30.0
8.062|Q1630272|Q11918322|30.0
8.208|Q6034520|Q11918322|30.0
8.252|Q17043328|Q11918322|30.0
8.237|Q11938066|Q11918322|30.0
7.876|Q1872977|Q11918322|30.0
7.953|Q11938051|Q11918322|30.0
7.851|Q11938072|Q11918322|30.0
8.048|Q25343638|Q11918322|30.0
7.851|Q30095026|Q11918322|30.0
7.647|Q11694517|Q11918322|30.0
6.924|Q11938091|Q11918322|30.0
8.147|Q11939856|Q11918322|30.0
7.468|Q1048705|Q11918322|30.0
7.468|Q11931058|Q11918322|30.0
4.64|Q524311|Q11918322|5.0
4.247|Q2106590|Q11918322|5.0
4.61|Q2503261|Q11918322|5.0
4.134|Q2710794|Q11918322|5.0
3.918|Q250935|Q11918322|5.0
3.307|Q542473|Q11918322|5.0
3.726|Q618596|Q11918322|5.0
4.336|Q950950|Q11918322|5.0
4.511|Q969395|Q11918322|5.0
3.877|Q1808896|Q11918322|5.0
4.922|Q1866200|Q11918322|5.0
3.964|Q2140013|Q11918322|5.0
3.426|Q830779|Q11918322|5.0
4.714|Q1265322|Q11918322|5.0
3.208|Q1427150|Q11918322|5.0
4.379|Q2720055|Q11918322|5.0
4.045|Q2843188|Q11918322|5.0
4.932|Q3045547|Q11918322|5.0
4.496|Q3320806|Q11918322|5.0
4.238|Q3464494|Q11918322|5.0
4.043|Q3813818|Q11918322|5.0
4.124|Q5740809|Q11918322|5.0
4.006|Q5740820|Q11918322|5.0
4.251|Q5740861|Q11918322|5.0
3.89|Q5740919|Q11918322|5.0
4.796|Q9056551|Q11918322|5.0
4.018|Q2219832|Q11918322|5.0
4.596|Q2547614|Q11918322|5.0
3.966|Q2028238|Q11918322|5.0
3.714|Q2390761|Q11918322|5.0
4.252|Q2664168|Q11918322|5.0
4.004|Q3773169|Q11918322|5.0
3.577|Q58412|Q11918322|5.0
2.607|Q990510|Q11918322|5.0
3.096|Q1029888|Q11918322|5.0
2.644|Q1650230|Q11918322|5.0
3.732|Q2634872|Q11918322|5.0
4.007|Q2711916|Q11918322|5.0
4.252|Q2834432|Q11918322|5.0
4.806|Q2941385|Q11918322|5.0
4.527|Q3320716|Q11918322|5.0
4.306|Q3396457|Q11918322|5.0
3.875|Q3750558|Q11918322|5.0
2.797|Q1805449|Q11918322|5.0
3.539|Q1810408|Q11918322|5.0
3.307|Q5825584|Q11918322|5.0
4.797|Q6062641|Q11918322|5.0
4.758|Q6273541|Q11918322|5.0
4.858|Q7826971|Q11918322|5.0
3.714|Q8779248|Q11918322|5.0
4.636|Q8779741|Q11918322|5.0
4.845|Q8779787|Q11918322|5.0
3.892|Q8841793|Q11918322|5.0
4.914|Q9055592|Q11918322|5.0
4.914|Q11925190|Q11918322|5.0
3.8|Q11930677|Q11918322|5.0
3.75|Q15293542|Q11918322|5.0
4.257|Q17600423|Q11918322|5.0
3.717|Q17602901|Q11918322|5.0
4.081|Q18003326|Q11918322|5.0
3.738|Q18003340|Q11918322|5.0
3.67|Q18003545|Q11918322|5.0
4.888|Q18003558|Q11918322|5.0
3.901|Q18006098|Q11918322|5.0
2.645|Q2536679|Q11918322|5.0
2.75|Q430098|Q11918322|5.0
3.225|Q1113224|Q11918322|5.0
3.837|Q1641049|Q11918322|5.0
2.412|Q1832307|Q11918322|5.0
3.436|Q3327327|Q11918322|5.0
2.988|Q4889695|Q11918322|5.0
3.318|Q6062633|Q11918322|5.0
4.008|Q3773462|Q11918322|5.0
4.58|Q3813816|Q11918322|5.0
4.079|Q5741008|Q11918322|5.0
3.497|Q5746254|Q11918322|5.0
4.363|Q6062052|Q11918322|5.0
4.979|Q6398624|Q11918322|5.0
4.577|Q8183075|Q11918322|5.0
4.733|Q11919766|Q11918322|5.0
4.039|Q11938468|Q11918322|5.0
4.639|Q11940187|Q11918322|5.0
4.42|Q11952315|Q11918322|5.0
3.728|Q16587750|Q11918322|5.0
4.906|Q17389641|Q11918322|5.0
3.595|Q17592329|Q11918322|5.0
4.664|Q17597322|Q11918322|5.0
4.044|Q17603821|Q11918322|5.0
4.091|Q17606841|Q11918322|5.0
4.806|Q18005563|Q11918322|5.0
4.967|Q18005981|Q11918322|5.0
4.05|Q18644239|Q11918322|5.0
4.138|Q1975942|Q11918322|5.0
3.426|Q2547358|Q11918322|5.0
3.835|Q2736697|Q11918322|5.0
4.731|Q11911635|Q11918322|5.0
4.532|Q11912551|Q11918322|5.0
4.651|Q11913054|Q11918322|5.0
4.857|Q11915464|Q11918322|5.0
4.35|Q11920792|Q11918322|5.0
4.829|Q11942007|Q11918322|5.0
4.396|Q11952249|Q11918322|5.0
4.913|Q11952332|Q11918322|5.0
4.491|Q11952491|Q11918322|5.0
4.242|Q12973002|Q11918322|5.0
4.238|Q17589371|Q11918322|5.0
4.823|Q17599322|Q11918322|5.0
4.36|Q17601145|Q11918322|5.0
4.972|Q18004504|Q11918322|5.0
4.7|Q18004766|Q11918322|5.0
4.979|Q18006099|Q11918322|5.0
4.616|Q18008504|Q11918322|5.0
4.404|Q18008511|Q11918322|5.0
4.984|Q18711243|Q11918322|5.0
4.656|Q19367677|Q11918322|5.0
4.28|Q19367722|Q11918322|5.0
4.301|Q19713396|Q11918322|5.0
4.754|Q20102851|Q11918322|5.0
4.002|Q20102868|Q11918322|5.0
4.749|Q20104162|Q11918322|5.0
4.716|Q20104312|Q11918322|5.0
4.713|Q20106144|Q11918322|5.0
4.347|Q20106224|Q11918322|5.0
4.196|Q20106226|Q11918322|5.0
3.951|Q20107771|Q11918322|5.0
4.927|Q23888225|Q11918322|5.0
4.891|Q25422863|Q11918322|5.0
4.266|Q28754129|Q11918322|5.0
3.776|Q30142025|Q11918322|5.0
4.686|Q30255274|Q11918322|5.0
4.775|Q30280068|Q11918322|5.0
4.118|Q37488125|Q11918322|5.0
4.595|Q47093259|Q11918322|5.0
4.629|Q47170982|Q11918322|5.0
3.97|Q47171135|Q11918322|5.0
4.39|Q61414839|Q11918322|5.0
4.219|Q61639705|Q11918322|5.0
4.29|Q61743296|Q11918322|5.0
4.564|Q61743961|Q11918322|5.0
4.815|Q61744081|Q11918322|5.0
4.245|Q61744125|Q11918322|5.0
4.437|Q61744267|Q11918322|5.0
4.041|Q61745636|Q11918322|5.0
4.94|Q65204252|Q11918322|5.0
4.24|Q86463960|Q11918322|5.0
4.272|Q87761618|Q11918322|5.0
4.839|Q87989440|Q11918322|5.0
4.146|Q92463299|Q11918322|5.0
4.704|Q98756064|Q11918322|5.0
4.035|Q98820662|Q11918322|5.0
4.88|Q99463312|Q11918322|5.0
4.851|Q99463313|Q11918322|5.0
4.552|Q99463333|Q11918322|5.0
4.829|Q99463341|Q11918322|5.0
4.408|Q99463360|Q11918322|5.0
4.645|Q99497845|Q11918322|5.0
4.392|Q99497850|Q11918322|5.0
4.296|Q99497852|Q11918322|5.0
4.368|Q99506327|Q11918322|5.0
4.059|Q99506328|Q11918322|5.0
4.968|Q99506759|Q11918322|5.0
4.967|Q99506767|Q11918322|5.0
4.834|Q111125483|Q11918322|5.0
4.935|Q2935738|Q11918322|5.0
2.012|Q3319496|Q11918322|5.0
3.537|Q3750551|Q11918322|5.0
4.284|Q3751386|Q11918322|5.0
2.502|Q3817998|Q11918322|5.0
1.846|Q4940996|Q11918322|5.0
4.042|Q19367834|Q11918322|5.0
3.494|Q21693845|Q11918322|5.0
4.075|Q30284970|Q11918322|5.0
4.998|Q47165701|Q11918322|5.0
4.948|Q47242081|Q11918322|5.0
4.369|Q61744002|Q11918322|5.0
3.507|Q61744661|Q11918322|5.0
4.653|Q61857121|Q11918322|5.0
4.808|Q85692764|Q11918322|5.0
3.36|Q85693076|Q11918322|5.0
4.179|Q85693117|Q11918322|5.0
4.024|Q85693386|Q11918322|5.0
4.685|Q85693392|Q11918322|5.0
4.485|Q96099465|Q11918322|5.0
3.576|Q98756067|Q11918322|5.0
4.641|Q98756073|Q11918322|5.0
4.389|Q98756075|Q11918322|5.0
3.806|Q99497821|Q11918322|5.0
4.402|Q99497836|Q11918322|5.0
4.338|Q99497841|Q11918322|5.0
3.572|Q99497873|Q11918322|5.0
3.564|Q99497875|Q11918322|5.0
3.509|Q99497878|Q11918322|5.0
3.467|Q99497880|Q11918322|5.0
4.009|Q99497891|Q11918322|5.0
4.058|Q99497902|Q11918322|5.0
3.407|Q99497911|Q11918322|5.0
4.113|Q99506326|Q11918322|5.0
4.194|Q99506331|Q11918322|5.0
3.881|Q99506337|Q11918322|5.0
3.728|Q99506342|Q11918322|5.0
4.371|Q99506343|Q11918322|5.0
3.652|Q18006288|Q11918322|5.0
3.608|Q18643954|Q11918322|5.0
3.722|Q18644218|Q11918322|5.0
3.679|Q18695859|Q11918322|5.0
3.681|Q18696037|Q11918322|5.0
4.11|Q19949831|Q11918322|5.0
3.649|Q19950339|Q11918322|5.0
3.708|Q20104821|Q11918322|5.0
4.376|Q21077654|Q11918322|5.0
4.031|Q21705901|Q11918322|5.0
4.206|Q30290296|Q11918322|5.0
4.473|Q46113089|Q11918322|5.0
4.892|Q47171017|Q11918322|5.0
3.832|Q47171020|Q11918322|5.0
4.619|Q49382506|Q11918322|5.0
4.777|Q50036223|Q11918322|5.0
4.366|Q61743338|Q11918322|5.0
4.071|Q61743910|Q11918322|5.0
4.07|Q61743987|Q11918322|5.0
3.882|Q61744614|Q11918322|5.0
3.799|Q85693407|Q11918322|5.0
4.054|Q85693423|Q11918322|5.0
4.046|Q98756069|Q11918322|5.0
3.856|Q99506583|Q11918322|5.0
3.551|Q99506588|Q11918322|5.0
3.532|Q99506595|Q11918322|5.0
3.511|Q99506600|Q11918322|5.0
4.054|Q99506686|Q11918322|5.0
4.919|Q99506769|Q11918322|5.0
4.904|Q99506786|Q11918322|5.0
4.257|Q99506795|Q11918322|5.0
3.642|Q99506801|Q11918322|5.0
3.496|Q99506802|Q11918322|5.0
3.793|Q99506803|Q11918322|5.0
3.707|Q99506812|Q11918322|5.0
3.944|Q99508439|Q11918322|5.0
3.827|Q99508442|Q11918322|5.0
3.709|Q99508445|Q11918322|5.0
3.583|Q99508448|Q11918322|5.0
3.466|Q99508450|Q11918322|5.0
3.35|Q99508452|Q11918322|5.0
3.285|Q99508455|Q11918322|5.0
3.201|Q99508458|Q11918322|5.0
4.859|Q102419426|Q11918322|5.0
3.644|Q105846784|Q11918322|5.0
3.188|Q105869084|Q11918322|5.0
4.652|Q109436461|Q11918322|5.0
4.846|Q109558737|Q11918322|5.0
4.867|Q111339218|Q11918322|5.0
4.458|Q111595129|Q11918322|5.0
4.362|Q111595206|Q11918322|5.0
4.697|Q111595222|Q11918322|5.0
4.542|Q111595229|Q11918322|5.0
4.873|Q111595255|Q11918322|5.0
4.585|Q111595256|Q11918322|5.0
3.966|Q111595288|Q11918322|5.0
4.474|Q111595569|Q11918322|5.0
4.086|Q111595587|Q11918322|5.0
3.76|Q111595656|Q11918322|5.0
3.861|Q111595661|Q11918322|5.0
4.263|Q111339118|Q11918322|5.0
4.89|Q111339211|Q11918322|5.0
4.374|Q111339038|Q11918322|5.0
3.516|Q111339121|Q11918322|5.0
3.861|Q111339174|Q11918322|5.0
4.896|Q111339443|Q11918322|5.0
4.264|Q111389594|Q11918322|5.0
4.727|Q111389596|Q11918322|5.0
4.35|Q111389598|Q11918322|5.0
3.582|Q111595216|Q11918322|5.0
3.652|Q111595218|Q11918322|5.0
3.646|Q111595235|Q11918322|5.0
4.195|Q111595236|Q11918322|5.0
3.974|Q111595239|Q11918322|5.0
4.464|Q111595592|Q11918322|5.0
3.197|Q111595658|Q11918322|5.0
3.839|Q111595789|Q11918322|5.0
4.442|Q111595815|Q11918322|5.0
3.426|Q112605431|Q11918322|5.0
4.119|Q111338486|Q11918322|5.0
4.638|Q111338487|Q11918322|5.0
4.331|Q111338489|Q11918322|5.0
4.971|Q111338504|Q11918322|5.0
4.822|Q111338507|Q11918322|5.0
4.278|Q111338514|Q11918322|5.0
4.211|Q111338516|Q11918322|5.0
3.767|Q111338966|Q11918322|5.0
3.986|Q111339070|Q11918322|5.0
4.712|Q111339192|Q11918322|5.0
4.999|Q111339194|Q11918322|5.0
4.225|Q111339197|Q11918322|5.0
4.175|Q111339208|Q11918322|5.0
3.915|Q111339245|Q11918322|5.0
4.604|Q111339260|Q11918322|5.0
4.242|Q111595217|Q11918322|5.0
3.927|Q111595223|Q11918322|5.0
4.394|Q111595230|Q11918322|5.0
3.918|Q111595232|Q11918322|5.0
4.679|Q111595245|Q11918322|5.0
3.933|Q111595271|Q11918322|5.0
4.452|Q111595274|Q11918322|5.0
3.697|Q111595295|Q11918322|5.0
3.925|Q111595613|Q11918322|5.0
4.072|Q111595689|Q11918322|5.0
4.513|Q111595772|Q11918322|5.0
4.046|Q109980985|Q11918322|5.0
3.613|Q110641591|Q11918322|5.0
3.383|Q111338491|Q11918322|5.0
3.576|Q111338503|Q11918322|5.0
4.254|Q111338506|Q11918322|5.0
3.935|Q111338519|Q11918322|5.0
4.828|Q99506611|Q11918322|5.0
4.332|Q99506704|Q11918322|5.0
4.197|Q99508435|Q11918322|5.0
4.072|Q99508437|Q11918322|5.0
4.521|Q105847069|Q11918322|5.0
3.306|Q108530173|Q11918322|5.0
3.469|Q111261157|Q11918322|5.0
2.988|Q99506339|Q11918322|5.0
2.951|Q99506340|Q11918322|5.0
3.689|Q99506344|Q11918322|5.0
2.743|Q99506345|Q11918322|5.0
2.294|Q99506346|Q11918322|5.0
2.911|Q99506347|Q11918322|5.0
3.025|Q99506351|Q11918322|5.0
3.177|Q99506352|Q11918322|5.0
3.178|Q99506647|Q11918322|5.0
3.206|Q99506758|Q11918322|5.0
3.119|Q111125525|Q11918322|5.0
2.752|Q111261311|Q11918322|5.0
3.461|Q111261313|Q11918322|5.0
2.604|Q111338498|Q11918322|5.0
3.4|Q111338508|Q11918322|5.0
3.242|Q111338525|Q11918322|5.0
3.284|Q111338530|Q11918322|5.0
3.44|Q111338539|Q11918322|5.0
3.174|Q111339041|Q11918322|5.0
3.321|Q111339154|Q11918322|5.0
3.603|Q111339442|Q11918322|5.0
2.673|Q111339472|Q11918322|5.0
3.539|Q111339479|Q11918322|5.0
3.961|Q111595210|Q11918322|5.0
3.962|Q111595211|Q11918322|5.0
2.903|Q111595220|Q11918322|5.0
3.203|Q111595225|Q11918322|5.0
2.73|Q111595228|Q11918322|5.0
3.282|Q111595234|Q11918322|5.0
3.262|Q111595602|Q11918322|5.0
3.741|Q111595614|Q11918322|5.0
2.689|Q111595723|Q11918322|5.0
3.375|Q111595771|Q11918322|5.0
3.203|Q111595814|Q11918322|5.0
2.805|Q111633038|Q11918322|5.0
3.471|Q111633055|Q11918322|5.0
2.992|Q99508463|Q11918322|5.0
2.906|Q99508466|Q11918322|5.0
4.373|Q105867917|Q11918322|5.0
4.167|Q105868213|Q11918322|5.0
3.277|Q105869261|Q11918322|5.0
1.65|Q110641590|Q11918322|5.0
3.771|Q111261266|Q11918322|5.0
1.565|Q111261298|Q11918322|5.0
3.517|Q111338495|Q11918322|5.0
2.987|Q111338501|Q11918322|5.0
4.478|Q111339039|Q11918322|5.0
3.156|Q111339120|Q11918322|5.0
4.041|Q111339279|Q11918322|5.0
2.125|Q111339460|Q11918322|5.0
3.362|Q111419808|Q11918322|5.0
4.2|Q111595119|Q11918322|5.0
3.524|Q111595205|Q11918322|5.0
3.698|Q111595209|Q11918322|5.0
3.537|Q111595214|Q11918322|5.0
1.904|Q111595224|Q11918322|5.0
3.166|Q111595226|Q11918322|5.0
2.996|Q111595463|Q11918322|5.0
2.228|Q113005922|Q11918322|5.0
4.068|Q111338490|Q11918322|5.0
4.681|Q111338532|Q11918322|5.0
3.306|Q99497918|Q11918322|5.0
1.992|Q99506349|Q11918322|5.0
1.752|Q99506350|Q11918322|5.0
3.096|Q99508460|Q11918322|5.0
3.681|Q339108|Q11918322|5.0
2.826|Q747555|Q11918322|5.0
3.526|Q7419074|Q11918322|5.0
2.733|Q8261334|Q11918322|5.0
3.403|Q9056549|Q11918322|5.0
3.882|Q11910332|Q11918322|5.0
2.88|Q11912685|Q11918322|5.0
2.607|Q11920504|Q11918322|5.0
3.187|Q11920580|Q11918322|5.0
3.131|Q11920773|Q11918322|5.0
2.873|Q11921473|Q11918322|5.0
3.191|Q11946900|Q11918322|5.0
3.553|Q11954830|Q11918322|5.0
2.508|Q13422369|Q11918322|5.0
3.463|Q15139118|Q11918322|5.0
2.287|Q15177410|Q11918322|5.0
3.031|Q17597278|Q11918322|5.0
3.188|Q17615019|Q11918322|5.0
2.911|Q18004763|Q11918322|5.0
29.885|Q4889555|Q11918376|30.0
23.051|Q4894784|Q11918376|30.0
29.766|Q11918275|Q11918376|30.0
24.254|Q11918314|Q11918376|30.0
29.073|Q11930443|Q11918376|30.0
19.193|Q11930831|Q11918376|30.0
23.761|Q11935659|Q11918376|30.0
20.871|Q11941561|Q11918376|30.0
22.738|Q11943368|Q11918376|30.0
28.138|Q11943374|Q11918376|30.0
26.264|Q11943453|Q11918376|30.0
20.004|Q11943458|Q11918376|30.0
22.207|Q11943499|Q11918376|30.0
23.507|Q11943613|Q11918376|30.0
24.292|Q11943626|Q11918376|30.0
26.715|Q11943630|Q11918376|30.0
26.301|Q11943678|Q11918376|30.0
28.106|Q11943753|Q11918376|30.0
19.088|Q11943786|Q11918376|30.0
27.159|Q11952620|Q11918376|30.0
27.602|Q17301133|Q11918376|30.0
29.102|Q17481241|Q11918376|30.0
29.353|Q17481386|Q11918376|30.0
27.287|Q17481827|Q11918376|30.0
25.726|Q17482500|Q11918376|30.0
22.148|Q17482853|Q11918376|30.0
22.16|Q17482855|Q11918376|30.0
27.983|Q17483231|Q11918376|30.0
24.912|Q17483441|Q11918376|30.0
27.258|Q17483598|Q11918376|30.0
28.464|Q17483873|Q11918376|30.0
27.684|Q31074405|Q11918376|30.0
27.74|Q31074408|Q11918376|30.0
25.042|Q31074410|Q11918376|30.0
24.766|Q31074411|Q11918376|30.0
24.45|Q31074412|Q11918376|30.0
26.571|Q31074416|Q11918376|30.0
26.702|Q31075345|Q11918376|30.0
27.34|Q31075347|Q11918376|30.0
26.205|Q47165876|Q11918376|30.0
29.887|Q47165877|Q11918376|30.0
29.357|Q47170779|Q11918376|30.0
28.155|Q47170808|Q11918376|30.0
28.092|Q47170810|Q11918376|30.0
27.643|Q95232817|Q11918376|30.0
26.117|Q17483832|Q11918376|30.0
15.469|Q17481444|Q11918376|30.0
15.958|Q17481499|Q11918376|30.0
11.998|Q17482426|Q11918376|30.0
2.061|Q17483437|Q11918376|30.0
28.047|Q17481281|Q11918376|30.0
2.44|Q11943592|Q11918376|30.0
0.764|Q17482348|Q11918376|30.0
14.274|Q11918500|Q11918376|30.0
5.355|Q11943348|Q11918376|30.0
11.735|Q11943411|Q11918376|30.0
15.014|Q11943466|Q11918376|30.0
15.275|Q11943531|Q11918376|30.0
10.412|Q11943542|Q11918376|30.0
13.815|Q11943685|Q11918376|30.0
10.841|Q17481992|Q11918376|30.0
11.14|Q17482171|Q11918376|30.0
11.538|Q17482414|Q11918376|30.0
15.743|Q17483874|Q11918376|30.0
19.586|Q11937368|Q11918376|30.0
23.812|Q11937388|Q11918376|30.0
22.853|Q11937468|Q11918376|30.0
22.784|Q11937470|Q11918376|30.0
20.139|Q11937949|Q11918376|30.0
20.727|Q11943429|Q11918376|30.0
24.911|Q11943507|Q11918376|30.0
26.359|Q11943513|Q11918376|30.0
25.694|Q11943526|Q11918376|30.0
22.661|Q11943553|Q11918376|30.0
21.714|Q11943697|Q11918376|30.0
24.816|Q11943735|Q11918376|30.0
27.64|Q11945913|Q11918376|30.0
19.001|Q17481329|Q11918376|30.0
21.476|Q17481492|Q11918376|30.0
27.289|Q17481845|Q11918376|30.0
20.343|Q17481863|Q11918376|30.0
22.817|Q17481999|Q11918376|30.0
21.248|Q17482320|Q11918376|30.0
21.556|Q17482517|Q11918376|30.0
20.047|Q17482987|Q11918376|30.0
29.431|Q17483126|Q11918376|30.0
25.216|Q17483131|Q11918376|30.0
28.736|Q17483137|Q11918376|30.0
24.323|Q17483413|Q11918376|30.0
27.739|Q17483459|Q11918376|30.0
23.412|Q17483630|Q11918376|30.0
24.621|Q17483658|Q11918376|30.0
26.052|Q17483748|Q11918376|30.0
12.907|Q11943325|Q11918376|30.0
16.984|Q11943473|Q11918376|30.0
17.612|Q11943522|Q11918376|30.0
11.054|Q11943604|Q11918376|30.0
19.084|Q11943702|Q11918376|30.0
13.711|Q11953741|Q11918376|30.0
18.041|Q17481323|Q11918376|30.0
11.63|Q17482245|Q11918376|30.0
13.626|Q17482948|Q11918376|30.0
22.483|Q11918483|Q11918376|30.0
25.759|Q11943361|Q11918376|30.0
24.797|Q11943432|Q11918376|30.0
28.697|Q11943550|Q11918376|30.0
24.363|Q17482511|Q11918376|30.0
27.765|Q17483061|Q11918376|30.0
22.191|Q17483232|Q11918376|30.0
22.668|Q17483242|Q11918376|30.0
27.071|Q17483572|Q11918376|30.0
11.981|Q11943329|Q11918376|30.0
15.085|Q11943376|Q11918376|30.0
15.386|Q11943447|Q11918376|30.0
9.612|Q11943625|Q11918376|30.0
10.95|Q11943729|Q11918376|30.0
13.871|Q11943818|Q11918376|30.0
13.002|Q17481606|Q11918376|30.0
10.605|Q17483035|Q11918376|30.0
14.368|Q17483625|Q11918376|30.0
13.327|Q17483818|Q11918376|30.0
24.363|Q11918409|Q11918376|30.0
20.824|Q11930612|Q11918376|30.0
21.142|Q11937911|Q11918376|30.0
18.546|Q11943468|Q11918376|30.0
20.235|Q11943511|Q11918376|30.0
23.724|Q11943520|Q11918376|30.0
19.056|Q11943521|Q11918376|30.0
19.115|Q11943525|Q11918376|30.0
19.182|Q11943537|Q11918376|30.0
16.148|Q11943539|Q11918376|30.0
19.04|Q11943602|Q11918376|30.0
25.526|Q11943801|Q11918376|30.0
28.933|Q11953555|Q11918376|30.0
