distance|iqid|vqid|maxradius
4.766|Q4903493|Q100309365|5.0
3.802|Q5646842|Q100309365|5.0
4.315|Q5770640|Q100309365|5.0
4.189|Q5777835|Q100309365|5.0
4.999|Q5801652|Q100309365|5.0
4.667|Q5912905|Q100309365|5.0
4.999|Q5917971|Q100309365|5.0
4.03|Q5952905|Q100309365|5.0
4.711|Q6163578|Q100309365|5.0
4.386|Q6163619|Q100309365|5.0
4.577|Q11237186|Q100309365|5.0
4.904|Q12221024|Q100309365|5.0
4.719|Q12221031|Q100309365|5.0
4.831|Q16560118|Q100309365|5.0
4.63|Q16564538|Q100309365|5.0
4.54|Q16615829|Q100309365|5.0
4.779|Q16615864|Q100309365|5.0
4.293|Q16615879|Q100309365|5.0
2.947|Q740204|Q100309365|5.0
2.069|Q1631458|Q100309365|5.0
4.37|Q3035967|Q100309365|5.0
2.128|Q3527937|Q100309365|5.0
3.197|Q4977239|Q100309365|5.0
3.398|Q5659327|Q100309365|5.0
2.093|Q5754839|Q100309365|5.0
3.655|Q5918305|Q100309365|5.0
4.392|Q16615896|Q100309365|5.0
4.146|Q16916037|Q100309365|5.0
4.901|Q18747746|Q100309365|5.0
4.675|Q27981763|Q100309365|5.0
4.439|Q43150811|Q100309365|5.0
4.275|Q43150821|Q100309365|5.0
4.008|Q43150846|Q100309365|5.0
4.276|Q43150894|Q100309365|5.0
4.823|Q43150901|Q100309365|5.0
4.835|Q43150907|Q100309365|5.0
4.479|Q43150964|Q100309365|5.0
3.632|Q43150973|Q100309365|5.0
4.237|Q43154185|Q100309365|5.0
4.326|Q61853163|Q100309365|5.0
4.627|Q61853164|Q100309365|5.0
4.588|Q61853175|Q100309365|5.0
4.766|Q72044789|Q100309365|5.0
3.817|Q73527820|Q100309365|5.0
4.49|Q85803967|Q100309365|5.0
3.1|Q85803970|Q100309365|5.0
3.392|Q85803986|Q100309365|5.0
4.271|Q85804014|Q100309365|5.0
3.781|Q85804024|Q100309365|5.0
4.734|Q85804699|Q100309365|5.0
4.954|Q85804701|Q100309365|5.0
4.781|Q85804708|Q100309365|5.0
4.774|Q85804709|Q100309365|5.0
4.755|Q85804711|Q100309365|5.0
4.858|Q85804740|Q100309365|5.0
3.433|Q87069546|Q100309365|5.0
4.807|Q93841457|Q100309365|5.0
2.998|Q95265680|Q100309365|5.0
4.617|Q95586284|Q100309365|5.0
4.25|Q107642305|Q100309365|5.0
4.541|Q108131220|Q100309365|5.0
4.532|Q108131229|Q100309365|5.0
4.56|Q108131234|Q100309365|5.0
3.862|Q108131238|Q100309365|5.0
3.404|Q108131245|Q100309365|5.0
4.485|Q108131334|Q100309365|5.0
4.289|Q108131346|Q100309365|5.0
4.283|Q108131354|Q100309365|5.0
4.627|Q108131355|Q100309365|5.0
3.133|Q108131357|Q100309365|5.0
4.063|Q108132416|Q100309365|5.0
4.386|Q108132477|Q100309365|5.0
4.404|Q108132492|Q100309365|5.0
4.114|Q108132504|Q100309365|5.0
4.185|Q108132505|Q100309365|5.0
4.319|Q108132526|Q100309365|5.0
4.11|Q108132583|Q100309365|5.0
1.967|Q6058158|Q100309365|5.0
1.956|Q6073946|Q100309365|5.0
2.449|Q108132678|Q100309365|5.0
4.714|Q108132732|Q100309365|5.0
2.355|Q108134322|Q100309365|5.0
2.355|Q108138535|Q100309365|5.0
1.886|Q108138306|Q100309365|5.0
2.272|Q108138390|Q100309365|5.0
3.508|Q108138397|Q100309365|5.0
2.95|Q108138437|Q100309365|5.0
3.577|Q108138463|Q100309365|5.0
1.026|Q108138490|Q100309365|5.0
2.371|Q108138546|Q100309365|5.0
2.037|Q108138568|Q100309365|5.0
3.286|Q108138604|Q100309365|5.0
3.867|Q108138617|Q100309365|5.0
4.022|Q108138626|Q100309365|5.0
4.588|Q108138628|Q100309365|5.0
0.752|Q108138717|Q100309365|5.0
3.951|Q108138718|Q100309365|5.0
4.561|Q108138722|Q100309365|5.0
3.357|Q108138726|Q100309365|5.0
3.069|Q108138735|Q100309365|5.0
4.226|Q108138760|Q100309365|5.0
4.549|Q108138843|Q100309365|5.0
2.41|Q108138851|Q100309365|5.0
2.992|Q108138867|Q100309365|5.0
4.949|Q108138891|Q100309365|5.0
3.373|Q108138917|Q100309365|5.0
2.141|Q108138919|Q100309365|5.0
2.798|Q108132638|Q100309365|5.0
4.183|Q108132748|Q100309365|5.0
3.754|Q108134118|Q100309365|5.0
4.621|Q108134248|Q100309365|5.0
4.75|Q108134278|Q100309365|5.0
4.421|Q108134369|Q100309365|5.0
4.882|Q108138256|Q100309365|5.0
4.236|Q108138290|Q100309365|5.0
4.915|Q108138300|Q100309365|5.0
4.933|Q108138311|Q100309365|5.0
4.255|Q108138316|Q100309365|5.0
4.925|Q108138359|Q100309365|5.0
4.917|Q108138384|Q100309365|5.0
4.273|Q108138386|Q100309365|5.0
4.195|Q108138608|Q100309365|5.0
3.825|Q108138609|Q100309365|5.0
4.4|Q108138610|Q100309365|5.0
4.378|Q108138723|Q100309365|5.0
4.706|Q108138724|Q100309365|5.0
4.843|Q108138727|Q100309365|5.0
3.964|Q108138732|Q100309365|5.0
4.902|Q108138762|Q100309365|5.0
4.887|Q108138825|Q100309365|5.0
4.758|Q108138836|Q100309365|5.0
3.448|Q108138858|Q100309365|5.0
3.976|Q108422397|Q100309365|5.0
4.279|Q108134343|Q100309365|5.0
4.926|Q108134377|Q100309365|5.0
3.472|Q108134415|Q100309365|5.0
3.007|Q108138254|Q100309365|5.0
2.219|Q108138260|Q100309365|5.0
0.854|Q108138272|Q100309365|5.0
1.992|Q108138273|Q100309365|5.0
2.163|Q108138297|Q100309365|5.0
4.749|Q5937864|Q100309365|5.0
3.103|Q9094009|Q100309365|5.0
2.815|Q10879280|Q100309365|5.0
3.218|Q12221028|Q100309365|5.0
4.45|Q16615910|Q100309365|5.0
4.748|Q17279815|Q100309365|5.0
2.182|Q19367939|Q100309365|5.0
2.98|Q23980331|Q100309365|5.0
2.156|Q23982547|Q100309365|5.0
4.152|Q24003768|Q100309365|5.0
3.708|Q30253915|Q100309365|5.0
1.578|Q43077738|Q100309365|5.0
2.108|Q43146800|Q100309365|5.0
2.221|Q43146954|Q100309365|5.0
2.408|Q43146964|Q100309365|5.0
2.991|Q43146976|Q100309365|5.0
3.452|Q43150954|Q100309365|5.0
4.212|Q48364995|Q100309365|5.0
2.026|Q56660218|Q100309365|5.0
4.759|Q57472801|Q100309365|5.0
1.979|Q57495828|Q100309365|5.0
3.89|Q57499721|Q100309365|5.0
3.27|Q57499744|Q100309365|5.0
3.219|Q57499769|Q100309365|5.0
3.774|Q57499800|Q100309365|5.0
2.492|Q57499831|Q100309365|5.0
2.042|Q57499860|Q100309365|5.0
2.967|Q57499886|Q100309365|5.0
3.199|Q61853169|Q100309365|5.0
3.705|Q64624089|Q100309365|5.0
3.006|Q64624090|Q100309365|5.0
4.178|Q82527425|Q100309365|5.0
2.696|Q82531146|Q100309365|5.0
3.651|Q82531148|Q100309365|5.0
2.704|Q82531149|Q100309365|5.0
2.331|Q82758017|Q100309365|5.0
2.692|Q82758023|Q100309365|5.0
3.073|Q82764358|Q100309365|5.0
2.368|Q85804550|Q100309365|5.0
2.287|Q85804554|Q100309365|5.0
3.702|Q85804751|Q100309365|5.0
3.309|Q85804754|Q100309365|5.0
2.848|Q85804757|Q100309365|5.0
1.158|Q87761431|Q100309365|5.0
0.0|Q100309365|Q100309365|5.0
4.973|Q108131338|Q100309365|5.0
3.614|Q108131362|Q100309365|5.0
1.707|Q108132338|Q100309365|5.0
1.737|Q108132339|Q100309365|5.0
3.031|Q108132412|Q100309365|5.0
3.836|Q108132418|Q100309365|5.0
2.371|Q108132465|Q100309365|5.0
3.069|Q108132550|Q100309365|5.0
2.867|Q108132553|Q100309365|5.0
3.265|Q108132562|Q100309365|5.0
4.556|Q108132679|Q100309365|5.0
1.887|Q108134126|Q100309365|5.0
4.393|Q108134268|Q100309365|5.0
29.216|Q11931588|Q1004030|30.0
29.972|Q11943828|Q1004030|30.0
29.864|Q11946204|Q1004030|30.0
27.958|Q17483161|Q1004030|30.0
29.759|Q17483172|Q1004030|30.0
27.049|Q11914707|Q1004030|30.0
26.284|Q11931640|Q1004030|30.0
27.265|Q11943838|Q1004030|30.0
24.856|Q17481410|Q1004030|30.0
26.19|Q17483179|Q1004030|30.0
18.518|Q11930530|Q1004030|30.0
19.944|Q11930746|Q1004030|30.0
20.314|Q11943987|Q1004030|30.0
22.271|Q11944034|Q1004030|30.0
16.31|Q11946050|Q1004030|30.0
16.924|Q11946098|Q1004030|30.0
18.31|Q11949450|Q1004030|30.0
16.723|Q17482223|Q1004030|30.0
23.848|Q17482303|Q1004030|30.0
21.306|Q17483357|Q1004030|30.0
19.567|Q23993311|Q1004030|30.0
25.372|Q7827873|Q1004030|30.0
18.317|Q8531548|Q1004030|30.0
27.335|Q11930540|Q1004030|30.0
27.464|Q11930589|Q1004030|30.0
26.041|Q11930622|Q1004030|30.0
28.187|Q11931701|Q1004030|30.0
24.98|Q11931763|Q1004030|30.0
27.616|Q11933821|Q1004030|30.0
18.709|Q11943422|Q1004030|30.0
23.845|Q11946085|Q1004030|30.0
27.356|Q11952883|Q1004030|30.0
28.369|Q17481407|Q1004030|30.0
27.091|Q17481520|Q1004030|30.0
27.442|Q17482290|Q1004030|30.0
24.153|Q17482641|Q1004030|30.0
28.306|Q19605434|Q1004030|30.0
27.201|Q17482505|Q1004030|30.0
23.484|Q17482542|Q1004030|30.0
29.845|Q17483356|Q1004030|30.0
21.733|Q6895630|Q1004030|30.0
22.488|Q7191062|Q1004030|30.0
29.901|Q7260573|Q1004030|30.0
21.516|Q8531534|Q1004030|30.0
28.383|Q11918489|Q1004030|30.0
29.921|Q11931591|Q1004030|30.0
20.755|Q11937206|Q1004030|30.0
20.732|Q11937650|Q1004030|30.0
20.178|Q11940791|Q1004030|30.0
18.171|Q11943928|Q1004030|30.0
29.902|Q11943949|Q1004030|30.0
27.336|Q11944029|Q1004030|30.0
19.364|Q11945987|Q1004030|30.0
23.353|Q11946022|Q1004030|30.0
24.048|Q11946069|Q1004030|30.0
22.63|Q11952611|Q1004030|30.0
25.311|Q11952687|Q1004030|30.0
20.034|Q17481903|Q1004030|30.0
25.311|Q17482027|Q1004030|30.0
21.89|Q17482300|Q1004030|30.0
21.625|Q17483017|Q1004030|30.0
26.027|Q17483213|Q1004030|30.0
26.522|Q17483729|Q1004030|30.0
19.662|Q17483875|Q1004030|30.0
19.27|Q11911064|Q1004030|30.0
29.902|Q11918621|Q1004030|30.0
22.842|Q11930300|Q1004030|30.0
19.265|Q11934480|Q1004030|30.0
25.84|Q11943585|Q1004030|30.0
25.498|Q11943897|Q1004030|30.0
20.75|Q11949452|Q1004030|30.0
26.252|Q17481928|Q1004030|30.0
27.572|Q17482502|Q1004030|30.0
23.323|Q17482645|Q1004030|30.0
24.853|Q17483167|Q1004030|30.0
28.398|Q17483610|Q1004030|30.0
14.192|Q11937941|Q1004030|30.0
15.815|Q17481907|Q1004030|30.0
14.618|Q17483526|Q1004030|30.0
15.182|Q18006571|Q1004030|30.0
9.141|Q18542944|Q1004030|30.0
7.929|Q11947359|Q1004030|30.0
4.227|Q17481629|Q1004030|30.0
1.411|Q17481805|Q1004030|30.0
10.517|Q11948943|Q1004030|30.0
17.651|Q11912006|Q1004030|30.0
17.721|Q11918227|Q1004030|30.0
17.128|Q11930413|Q1004030|30.0
17.285|Q11944050|Q1004030|30.0
18.106|Q11945935|Q1004030|30.0
14.123|Q11948755|Q1004030|30.0
13.593|Q17482943|Q1004030|30.0
14.737|Q17483728|Q1004030|30.0
17.705|Q11949451|Q1004030|30.0
14.372|Q17483755|Q1004030|30.0
18.351|Q17592798|Q1004030|30.0
11.681|Q11918628|Q1004030|30.0
16.328|Q11930712|Q1004030|30.0
14.359|Q11943515|Q1004030|30.0
9.373|Q17483522|Q1004030|30.0
13.271|Q11943813|Q1004030|30.0
14.069|Q11953536|Q1004030|30.0
13.602|Q17482509|Q1004030|30.0
2.322|Q17483865|Q1004030|30.0
14.262|Q18007725|Q1004030|30.0
6.5|Q11918486|Q1004030|30.0
1.11|Q17483380|Q1004030|30.0
1.937|Q17481842|Q1004030|30.0
5.78|Q17482940|Q1004030|30.0
12.032|Q11937934|Q1004030|30.0
14.064|Q11952730|Q1004030|30.0
14.151|Q11953452|Q1004030|30.0
14.107|Q17482495|Q1004030|30.0
13.158|Q17483228|Q1004030|30.0
13.876|Q11943967|Q1004030|30.0
8.656|Q17483344|Q1004030|30.0
11.279|Q17483454|Q1004030|30.0
10.263|Q11941678|Q1004030|30.0
15.914|Q17483639|Q1004030|30.0
18.806|Q11930504|Q1004030|30.0
24.557|Q11953629|Q1004030|30.0
21.068|Q23992536|Q1004030|30.0
27.277|Q11930833|Q1004030|30.0
7.426|Q11933757|Q1004030|30.0
27.493|Q17483182|Q1004030|30.0
12.267|Q11918484|Q1004030|30.0
10.96|Q11918498|Q1004030|30.0
15.155|Q11937939|Q1004030|30.0
10.071|Q11952596|Q1004030|30.0
13.893|Q11953548|Q1004030|30.0
12.15|Q17481302|Q1004030|30.0
10.952|Q17482446|Q1004030|30.0
12.731|Q17482640|Q1004030|30.0
11.728|Q17483391|Q1004030|30.0
17.617|Q17483879|Q1004030|30.0
13.501|Q18004499|Q1004030|30.0
19.051|Q11930822|Q1004030|30.0
19.422|Q11945898|Q1004030|30.0
15.479|Q17481729|Q1004030|30.0
19.128|Q17482058|Q1004030|30.0
14.097|Q11930670|Q1004030|30.0
17.905|Q11943622|Q1004030|30.0
13.646|Q11943658|Q1004030|30.0
15.096|Q11953723|Q1004030|30.0
22.881|Q24003784|Q1004030|30.0
22.311|Q7259035|Q1004030|30.0
21.112|Q11943680|Q1004030|30.0
20.041|Q11943734|Q1004030|30.0
19.35|Q17481188|Q1004030|30.0
18.508|Q17481217|Q1004030|30.0
19.105|Q17481666|Q1004030|30.0
19.344|Q17482366|Q1004030|30.0
19.0|Q17482561|Q1004030|30.0
17.136|Q17482848|Q1004030|30.0
17.464|Q17483169|Q1004030|30.0
18.803|Q17483338|Q1004030|30.0
19.022|Q17483377|Q1004030|30.0
26.406|Q17481938|Q1004030|30.0
21.048|Q17483685|Q1004030|30.0
19.324|Q11915865|Q1004030|30.0
24.143|Q11918445|Q1004030|30.0
20.772|Q17481792|Q1004030|30.0
29.812|Q17481628|Q1004030|30.0
27.246|Q17483123|Q1004030|30.0
24.415|Q11931664|Q1004030|30.0
25.359|Q11937460|Q1004030|30.0
24.024|Q11937906|Q1004030|30.0
23.816|Q11943338|Q1004030|30.0
24.689|Q11943560|Q1004030|30.0
26.156|Q11943706|Q1004030|30.0
24.746|Q11946242|Q1004030|30.0
24.266|Q11953622|Q1004030|30.0
25.981|Q17483841|Q1004030|30.0
22.412|Q11941525|Q1004030|30.0
21.624|Q11946004|Q1004030|30.0
18.503|Q11952815|Q1004030|30.0
23.633|Q17481821|Q1004030|30.0
21.164|Q11952857|Q1004030|30.0
22.201|Q63823176|Q1004030|30.0
20.988|Q63823328|Q1004030|30.0
17.01|Q11916260|Q1004030|30.0
21.641|Q11930892|Q1004030|30.0
18.139|Q11948375|Q1004030|30.0
15.009|Q11931605|Q1004030|30.0
25.793|Q11944030|Q1004030|30.0
27.159|Q11946015|Q1004030|30.0
25.382|Q11952668|Q1004030|30.0
24.537|Q11952799|Q1004030|30.0
24.288|Q17481292|Q1004030|30.0
24.361|Q17482407|Q1004030|30.0
29.294|Q17483263|Q1004030|30.0
25.489|Q17483808|Q1004030|30.0
