distance|iqid|vqid|maxradius
4.214|Q107477208|Q11210455|5.0
4.589|Q107477224|Q11210455|5.0
4.931|Q107477315|Q11210455|5.0
4.277|Q107477318|Q11210455|5.0
3.746|Q107477333|Q11210455|5.0
3.421|Q8273057|Q11210455|5.0
3.904|Q8304491|Q11210455|5.0
4.671|Q8316313|Q11210455|5.0
4.456|Q9368970|Q11210455|5.0
3.115|Q10989342|Q11210455|5.0
0.0|Q11210455|Q11210455|5.0
4.034|Q11754770|Q11210455|5.0
3.917|Q13048355|Q11210455|5.0
1.179|Q13048953|Q11210455|5.0
3.834|Q13049692|Q11210455|5.0
1.67|Q13050157|Q11210455|5.0
4.96|Q21086164|Q11210455|5.0
2.688|Q23994695|Q11210455|5.0
3.538|Q24013403|Q11210455|5.0
4.734|Q73360827|Q11210455|5.0
3.489|Q97365194|Q11210455|5.0
0.198|Q97365243|Q11210455|5.0
3.893|Q97365252|Q11210455|5.0
24.019|Q5411996|Q112144153|30.0
24.747|Q5978565|Q112144153|30.0
25.286|Q5413857|Q112144153|30.0
29.015|Q5486294|Q112144153|30.0
24.783|Q24002276|Q112144153|30.0
22.528|Q1412468|Q112144153|30.0
28.309|Q5738033|Q112144153|30.0
21.558|Q5964816|Q112144153|30.0
25.556|Q23995894|Q112144153|30.0
28.354|Q1976065|Q112144153|30.0
25.349|Q5671104|Q112144153|30.0
29.961|Q5820809|Q112144153|30.0
22.55|Q5978575|Q112144153|30.0
26.968|Q6109084|Q112144153|30.0
25.568|Q6150869|Q112144153|30.0
26.582|Q20892636|Q112144153|30.0
28.309|Q24001867|Q112144153|30.0
28.563|Q24021973|Q112144153|30.0
29.566|Q8538522|Q112144153|30.0
27.159|Q23996068|Q112144153|30.0
25.965|Q23999232|Q112144153|30.0
27.941|Q23999600|Q112144153|30.0
1.355|Q15684|Q112144153|5.0
3.86|Q263315|Q112144153|5.0
2.643|Q557337|Q112144153|5.0
2.005|Q876311|Q112144153|5.0
1.518|Q1046543|Q112144153|5.0
2.005|Q1499912|Q112144153|5.0
1.306|Q244947|Q112144153|5.0
2.798|Q1799223|Q112144153|5.0
3.627|Q3325675|Q112144153|5.0
0.667|Q4890954|Q112144153|5.0
2.339|Q5488003|Q112144153|5.0
2.437|Q5692199|Q112144153|5.0
1.667|Q5910761|Q112144153|5.0
1.432|Q5910969|Q112144153|5.0
1.922|Q5954130|Q112144153|5.0
0.525|Q6021309|Q112144153|5.0
1.627|Q6129465|Q112144153|5.0
1.862|Q6139765|Q112144153|5.0
3.681|Q6170829|Q112144153|5.0
1.665|Q283501|Q112144153|5.0
3.0|Q1919663|Q112144153|5.0
2.435|Q1997245|Q112144153|5.0
2.667|Q2047578|Q112144153|5.0
1.213|Q5655771|Q112144153|5.0
2.531|Q5681489|Q112144153|5.0
1.532|Q5702907|Q112144153|5.0
1.421|Q5872094|Q112144153|5.0
1.14|Q5910626|Q112144153|5.0
1.356|Q5911543|Q112144153|5.0
1.512|Q5912374|Q112144153|5.0
1.835|Q5912556|Q112144153|5.0
1.965|Q6021377|Q112144153|5.0
1.824|Q7085486|Q112144153|5.0
1.167|Q8841928|Q112144153|5.0
4.133|Q10945274|Q112144153|5.0
1.504|Q12219988|Q112144153|5.0
1.328|Q16614761|Q112144153|5.0
0.836|Q17042996|Q112144153|5.0
2.1|Q18194102|Q112144153|5.0
1.84|Q19360302|Q112144153|5.0
2.143|Q19521962|Q112144153|5.0
0.629|Q19521966|Q112144153|5.0
2.868|Q19949835|Q112144153|5.0
3.881|Q24014474|Q112144153|5.0
2.669|Q24019757|Q112144153|5.0
1.921|Q26877810|Q112144153|5.0
0.977|Q29323675|Q112144153|5.0
1.004|Q29323795|Q112144153|5.0
1.618|Q32193859|Q112144153|5.0
1.628|Q32199244|Q112144153|5.0
1.657|Q37462229|Q112144153|5.0
1.89|Q41532894|Q112144153|5.0
1.606|Q42912722|Q112144153|5.0
0.917|Q43150775|Q112144153|5.0
1.159|Q43190863|Q112144153|5.0
1.333|Q48328792|Q112144153|5.0
2.241|Q48330514|Q112144153|5.0
2.83|Q48335674|Q112144153|5.0
2.296|Q55329789|Q112144153|5.0
1.566|Q56697769|Q112144153|5.0
1.619|Q56698012|Q112144153|5.0
1.617|Q63872631|Q112144153|5.0
3.062|Q64029369|Q112144153|5.0
3.006|Q64076347|Q112144153|5.0
2.532|Q64076759|Q112144153|5.0
1.362|Q64947719|Q112144153|5.0
4.634|Q66821340|Q112144153|5.0
1.43|Q84050101|Q112144153|5.0
1.987|Q84154441|Q112144153|5.0
1.997|Q6101697|Q112144153|5.0
2.042|Q7829785|Q112144153|5.0
1.714|Q8350468|Q112144153|5.0
3.187|Q10926969|Q112144153|5.0
1.311|Q14635236|Q112144153|5.0
1.268|Q15728389|Q112144153|5.0
1.199|Q16487103|Q112144153|5.0
1.328|Q16620289|Q112144153|5.0
1.925|Q16867387|Q112144153|5.0
2.098|Q16867463|Q112144153|5.0
1.477|Q19521952|Q112144153|5.0
2.052|Q19950092|Q112144153|5.0
0.434|Q20962457|Q112144153|5.0
1.618|Q21006939|Q112144153|5.0
1.831|Q24002573|Q112144153|5.0
2.608|Q24014407|Q112144153|5.0
2.919|Q24014504|Q112144153|5.0
0.256|Q24023788|Q112144153|5.0
1.367|Q28662856|Q112144153|5.0
1.502|Q30001710|Q112144153|5.0
0.256|Q30280488|Q112144153|5.0
1.356|Q32037230|Q112144153|5.0
1.455|Q32154604|Q112144153|5.0
1.636|Q42311478|Q112144153|5.0
1.615|Q43074289|Q112144153|5.0
1.871|Q43088445|Q112144153|5.0
1.942|Q43128376|Q112144153|5.0
2.197|Q43172581|Q112144153|5.0
1.826|Q48332178|Q112144153|5.0
0.983|Q48332945|Q112144153|5.0
1.403|Q48333354|Q112144153|5.0
3.946|Q23992884|Q112144153|5.0
2.655|Q85689764|Q112144153|5.0
4.062|Q106627419|Q112144153|5.0
4.779|Q106649207|Q112144153|5.0
3.484|Q106691877|Q112144153|5.0
3.377|Q108860636|Q112144153|5.0
4.899|Q108874786|Q112144153|5.0
3.494|Q107399611|Q112144153|5.0
4.266|Q107552300|Q112144153|5.0
1.905|Q108381069|Q112144153|5.0
1.62|Q108381855|Q112144153|5.0
1.906|Q108381977|Q112144153|5.0
2.279|Q108396462|Q112144153|5.0
2.655|Q108396768|Q112144153|5.0
1.046|Q108406542|Q112144153|5.0
2.344|Q109337792|Q112144153|5.0
3.448|Q109408173|Q112144153|5.0
2.008|Q110645080|Q112144153|5.0
1.401|Q110809652|Q112144153|5.0
0.544|Q111124116|Q112144153|5.0
0.731|Q111388649|Q112144153|5.0
1.375|Q111388650|Q112144153|5.0
1.656|Q111408951|Q112144153|5.0
2.637|Q112011742|Q112144153|5.0
2.861|Q112011743|Q112144153|5.0
1.582|Q99289242|Q112144153|5.0
1.627|Q99289780|Q112144153|5.0
1.426|Q99291711|Q112144153|5.0
2.18|Q99292021|Q112144153|5.0
1.62|Q99292133|Q112144153|5.0
1.705|Q100751081|Q112144153|5.0
1.989|Q104621378|Q112144153|5.0
1.703|Q104621502|Q112144153|5.0
2.016|Q104621586|Q112144153|5.0
1.871|Q104786169|Q112144153|5.0
1.387|Q105405842|Q112144153|5.0
1.263|Q106623475|Q112144153|5.0
1.097|Q106623601|Q112144153|5.0
1.36|Q107173751|Q112144153|5.0
0.826|Q107657804|Q112144153|5.0
1.526|Q108258183|Q112144153|5.0
2.099|Q108295028|Q112144153|5.0
1.513|Q108380350|Q112144153|5.0
1.739|Q108397249|Q112144153|5.0
2.023|Q108398848|Q112144153|5.0
2.028|Q108537070|Q112144153|5.0
1.748|Q108537258|Q112144153|5.0
0.386|Q110021273|Q112144153|5.0
0.386|Q110021275|Q112144153|5.0
1.339|Q110644981|Q112144153|5.0
0.499|Q111308146|Q112144153|5.0
1.213|Q111388651|Q112144153|5.0
1.924|Q111388654|Q112144153|5.0
0.0|Q112144153|Q112144153|5.0
3.975|Q107174092|Q112144153|5.0
4.014|Q107304177|Q112144153|5.0
2.277|Q84155920|Q112144153|5.0
1.359|Q84262836|Q112144153|5.0
1.635|Q85689730|Q112144153|5.0
1.635|Q85689732|Q112144153|5.0
1.635|Q85689737|Q112144153|5.0
2.039|Q85689819|Q112144153|5.0
2.243|Q85689837|Q112144153|5.0
2.04|Q85689842|Q112144153|5.0
0.645|Q85689843|Q112144153|5.0
1.598|Q85689848|Q112144153|5.0
2.085|Q87762452|Q112144153|5.0
1.997|Q96994709|Q112144153|5.0
1.976|Q97058479|Q112144153|5.0
1.762|Q97153879|Q112144153|5.0
1.632|Q97154004|Q112144153|5.0
3.097|Q97496462|Q112144153|5.0
2.509|Q97961678|Q112144153|5.0
2.417|Q99292826|Q112144153|5.0
2.488|Q99292874|Q112144153|5.0
3.495|Q99921303|Q112144153|5.0
2.172|Q104621313|Q112144153|5.0
1.697|Q52161410|Q112144153|5.0
1.936|Q55346142|Q112144153|5.0
1.418|Q56670038|Q112144153|5.0
1.679|Q56678141|Q112144153|5.0
1.213|Q59772027|Q112144153|5.0
1.716|Q64029590|Q112144153|5.0
1.942|Q85689793|Q112144153|5.0
1.498|Q85689795|Q112144153|5.0
1.444|Q85689799|Q112144153|5.0
1.916|Q85689803|Q112144153|5.0
1.463|Q85689811|Q112144153|5.0
1.493|Q85689827|Q112144153|5.0
1.717|Q85689830|Q112144153|5.0
2.407|Q85689832|Q112144153|5.0
1.534|Q85689839|Q112144153|5.0
1.896|Q87254204|Q112144153|5.0
2.043|Q87762454|Q112144153|5.0
2.005|Q97059099|Q112144153|5.0
1.856|Q98841850|Q112144153|5.0
1.548|Q98900930|Q112144153|5.0
28.089|Q11699240|Q112164664|30.0
28.096|Q24003998|Q112164664|30.0
20.184|Q3394437|Q112164664|30.0
19.272|Q23994220|Q112164664|30.0
20.143|Q50382117|Q112164664|30.0
27.566|Q83636796|Q112164664|30.0
22.242|Q20545461|Q112164664|30.0
4.774|Q1079781|Q112164664|5.0
4.424|Q1607428|Q112164664|5.0
2.69|Q1618272|Q112164664|5.0
4.735|Q3398595|Q112164664|5.0
3.466|Q5010043|Q112164664|5.0
4.08|Q8351184|Q112164664|5.0
4.221|Q8779694|Q112164664|5.0
3.122|Q8842239|Q112164664|5.0
3.343|Q10996683|Q112164664|5.0
1.318|Q11001291|Q112164664|5.0
4.581|Q11001963|Q112164664|5.0
0.592|Q12381714|Q112164664|5.0
1.876|Q12383228|Q112164664|5.0
3.466|Q12386004|Q112164664|5.0
3.466|Q12386005|Q112164664|5.0
3.314|Q12386029|Q112164664|5.0
4.08|Q12386535|Q112164664|5.0
0.588|Q12386898|Q112164664|5.0
4.434|Q12388788|Q112164664|5.0
4.022|Q12396840|Q112164664|5.0
3.509|Q12399802|Q112164664|5.0
4.864|Q12399968|Q112164664|5.0
2.762|Q12401997|Q112164664|5.0
4.616|Q12402057|Q112164664|5.0
2.148|Q12950839|Q112164664|5.0
4.782|Q12955793|Q112164664|5.0
4.311|Q20542588|Q112164664|5.0
3.033|Q20542618|Q112164664|5.0
3.445|Q20542822|Q112164664|5.0
4.434|Q20547502|Q112164664|5.0
2.529|Q20547696|Q112164664|5.0
3.464|Q21031179|Q112164664|5.0
3.676|Q24001392|Q112164664|5.0
4.742|Q24003094|Q112164664|5.0
3.903|Q24012333|Q112164664|5.0
4.332|Q85725828|Q112164664|5.0
2.98|Q85726028|Q112164664|5.0
3.776|Q87762262|Q112164664|5.0
2.451|Q100786560|Q112164664|5.0
2.698|Q106484888|Q112164664|5.0
4.763|Q110821275|Q112164664|5.0
4.066|Q110821315|Q112164664|5.0
3.461|Q111710670|Q112164664|5.0
0.327|Q112163088|Q112164664|5.0
2.301|Q112164187|Q112164664|5.0
0.0|Q112164664|Q112164664|5.0
0.59|Q112165194|Q112164664|5.0
0.422|Q112173736|Q112164664|5.0
3.95|Q112173859|Q112164664|5.0
0.771|Q112183724|Q112164664|5.0
3.509|Q112184182|Q112164664|5.0
3.547|Q112184197|Q112164664|5.0
3.315|Q112184206|Q112164664|5.0
4.474|Q112184775|Q112164664|5.0
4.735|Q112184790|Q112164664|5.0
2.762|Q112185973|Q112164664|5.0
4.598|Q1607619|Q112164187|5.0
4.762|Q12399837|Q112164187|5.0
4.794|Q24012293|Q112164187|5.0
4.106|Q56371804|Q112164187|5.0
3.44|Q112184785|Q112164187|5.0
28.589|Q18416045|Q112184182|30.0
29.206|Q9072088|Q112184182|30.0
1.926|Q12395836|Q112184182|5.0
4.891|Q3398099|Q112173859|5.0
4.653|Q8779988|Q112173859|5.0
4.687|Q10996547|Q112173859|5.0
4.706|Q12381934|Q112173859|5.0
3.91|Q12400102|Q112173859|5.0
3.525|Q31282595|Q112173859|5.0
4.717|Q51143816|Q112173859|5.0
4.543|Q85725666|Q112173859|5.0
4.88|Q670366|Q112184775|5.0
4.692|Q106478036|Q112184775|5.0
4.573|Q23993830|Q112184785|5.0
4.136|Q24012302|Q112184785|5.0
22.782|Q2344395|Q112186973|30.0
26.902|Q23980242|Q112186973|30.0
19.825|Q23984745|Q112186973|30.0
29.062|Q23986801|Q112186973|30.0
24.608|Q23987782|Q112186973|30.0
22.758|Q23990743|Q112186973|30.0
29.087|Q24021942|Q112186973|30.0
22.323|Q11940817|Q112186973|30.0
28.692|Q18007788|Q112186973|30.0
28.651|Q21094693|Q112186973|30.0
23.555|Q23982519|Q112186973|30.0
10.563|Q1123457|Q112186973|30.0
21.147|Q2546987|Q112186973|30.0
24.183|Q6022354|Q112186973|30.0
27.257|Q6127684|Q112186973|30.0
18.004|Q8538033|Q112186973|30.0
7.033|Q9077166|Q112186973|30.0
1.686|Q21004089|Q112186973|30.0
15.314|Q23977849|Q112186973|30.0
28.376|Q23979031|Q112186973|30.0
11.263|Q23979433|Q112186973|30.0
26.788|Q23982461|Q112186973|30.0
4.75|Q23984123|Q112186973|30.0
14.912|Q23985095|Q112186973|30.0
12.738|Q23986759|Q112186973|30.0
16.521|Q23986941|Q112186973|30.0
5.825|Q23986990|Q112186973|30.0
2.985|Q23987957|Q112186973|30.0
18.307|Q24021612|Q112186973|30.0
19.017|Q24021613|Q112186973|30.0
27.425|Q1024813|Q112186973|30.0
26.498|Q11945198|Q112186973|30.0
22.367|Q23987681|Q112186973|30.0
29.114|Q23988055|Q112186973|30.0
22.462|Q24021917|Q112186973|30.0
19.967|Q24021918|Q112186973|30.0
22.141|Q24021925|Q112186973|30.0
20.714|Q24021926|Q112186973|30.0
12.39|Q8538974|Q112186973|30.0
11.782|Q23980341|Q112186973|30.0
15.825|Q23984104|Q112186973|30.0
16.611|Q24023247|Q112186973|30.0
17.112|Q24023526|Q112186973|30.0
7.882|Q6079058|Q112186973|30.0
10.488|Q6079212|Q112186973|30.0
7.882|Q9060632|Q112186973|30.0
9.41|Q11193058|Q112186973|30.0
8.779|Q23979998|Q112186973|30.0
7.907|Q23987658|Q112186973|30.0
10.716|Q1241471|Q112186973|30.0
10.958|Q24003766|Q112186973|30.0
13.444|Q9060753|Q112186973|30.0
13.106|Q11186372|Q112186973|30.0
15.033|Q6680567|Q112186973|30.0
16.151|Q8255008|Q112186973|30.0
16.116|Q8255031|Q112186973|30.0
17.022|Q9060728|Q112186973|30.0
14.447|Q9060754|Q112186973|30.0
16.708|Q23980319|Q112186973|30.0
16.881|Q23984798|Q112186973|30.0
15.614|Q24003763|Q112186973|30.0
18.229|Q3944448|Q112186973|30.0
20.498|Q3944573|Q112186973|30.0
17.846|Q24003764|Q112186973|30.0
20.105|Q24024652|Q112186973|30.0
21.198|Q28121426|Q112186973|30.0
16.79|Q28121490|Q112186973|30.0
13.787|Q28121428|Q112186973|30.0
25.87|Q28121421|Q112186973|30.0
7.804|Q28121278|Q112186973|30.0
20.763|Q28121405|Q112186973|30.0
21.479|Q28121406|Q112186973|30.0
25.604|Q28121420|Q112186973|30.0
29.089|Q28121465|Q112186973|30.0
28.733|Q28121466|Q112186973|30.0
27.636|Q28121471|Q112186973|30.0
17.298|Q28121442|Q112186973|30.0
17.591|Q28121443|Q112186973|30.0
16.636|Q28121491|Q112186973|30.0
16.641|Q28121492|Q112186973|30.0
17.117|Q28121493|Q112186973|30.0
17.665|Q28121444|Q112186973|30.0
7.97|Q28119476|Q112186973|30.0
11.514|Q28121430|Q112186973|30.0
14.291|Q28121281|Q112186973|30.0
21.653|Q28121409|Q112186973|30.0
14.946|Q28121445|Q112186973|30.0
29.338|Q28121200|Q112186973|30.0
22.675|Q28121410|Q112186973|30.0
23.725|Q28121412|Q112186973|30.0
24.761|Q28121416|Q112186973|30.0
28.474|Q28121423|Q112186973|30.0
28.765|Q28121424|Q112186973|30.0
26.585|Q28121467|Q112186973|30.0
25.24|Q28121469|Q112186973|30.0
22.395|Q28121201|Q112186973|30.0
23.547|Q28121470|Q112186973|30.0
17.631|Q28121489|Q112186973|30.0
9.119|Q28121197|Q112186973|30.0
21.943|Q28121324|Q112186973|30.0
21.891|Q28121325|Q112186973|30.0
10.368|Q28121431|Q112186973|30.0
13.731|Q28121280|Q112186973|30.0
17.045|Q28121323|Q112186973|30.0
24.145|Q28121413|Q112186973|30.0
13.465|Q5815048|Q112186973|30.0
12.745|Q28121279|Q112186973|30.0
27.83|Q18612|Q112186973|30.0
16.352|Q9034584|Q112186973|30.0
20.857|Q61047600|Q112186973|30.0
18.299|Q104177455|Q112186973|30.0
16.812|Q6034281|Q112186973|30.0
15.449|Q63927279|Q112186973|30.0
15.514|Q49451068|Q112186973|30.0
21.913|Q6033634|Q112186973|30.0
34.574|Q9056039|Q112186973|50.0
22.067|Q3825013|Q112186973|50.0
31.806|Q11937381|Q112186973|50.0
43.852|Q5485997|Q112186973|50.0
4.299|Q2183888|Q112186973|5.0
4.776|Q5745842|Q112186973|5.0
1.165|Q5823088|Q112186973|5.0
1.611|Q5863650|Q112186973|5.0
4.179|Q25714484|Q112186973|5.0
4.091|Q27921895|Q112186973|5.0
2.267|Q43150832|Q112186973|5.0
1.667|Q61853165|Q112186973|5.0
3.358|Q85803868|Q112186973|5.0
3.398|Q85803917|Q112186973|5.0
4.664|Q85804318|Q112186973|5.0
3.394|Q87761425|Q112186973|5.0
4.933|Q104861358|Q112186973|5.0
1.178|Q108131243|Q112186973|5.0
4.134|Q108132486|Q112186973|5.0
3.372|Q108138446|Q112186973|5.0
4.811|Q108138478|Q112186973|5.0
4.891|Q108138923|Q112186973|5.0
18.833|Q12263848|Q112220800|30.0
21.131|Q12255695|Q112220800|30.0
23.48|Q12265809|Q112220800|30.0
18.129|Q66737958|Q112220800|30.0
29.599|Q24003152|Q112220800|30.0
16.079|Q56651526|Q112220800|30.0
13.204|Q56654521|Q112220800|30.0
17.916|Q56670633|Q112220800|30.0
14.609|Q112787457|Q112220800|30.0
11.686|Q4570652|Q112220800|30.0
11.686|Q12255962|Q112220800|30.0
10.419|Q12261749|Q112220800|30.0
11.778|Q24002135|Q112220800|30.0
2.536|Q112788770|Q112220800|30.0
14.85|Q112789835|Q112220800|30.0
18.579|Q12267487|Q112220800|30.0
24.96|Q23990590|Q112220800|30.0
26.202|Q66429666|Q112220800|30.0
21.517|Q112784023|Q112220800|30.0
28.536|Q12259589|Q112220800|30.0
29.903|Q12259919|Q112220800|30.0
29.191|Q112780497|Q112220800|30.0
15.632|Q112783564|Q112220800|30.0
12.916|Q56655528|Q112220800|30.0
19.603|Q12252750|Q112220800|30.0
11.149|Q12259718|Q112220800|30.0
18.169|Q12263919|Q112220800|30.0
13.329|Q12265390|Q112220800|30.0
11.934|Q20492275|Q112220800|30.0
13.846|Q20492509|Q112220800|30.0
13.629|Q20492536|Q112220800|30.0
16.549|Q20492559|Q112220800|30.0
13.16|Q23991321|Q112220800|30.0
16.599|Q112783850|Q112220800|30.0
13.269|Q112784392|Q112220800|30.0
18.185|Q112784613|Q112220800|30.0
9.475|Q112787270|Q112220800|30.0
15.174|Q112787290|Q112220800|30.0
13.043|Q3178771|Q112220800|30.0
23.452|Q23992292|Q112220800|30.0
22.242|Q24001305|Q112220800|30.0
23.401|Q112783031|Q112220800|30.0
20.681|Q112787016|Q112220800|30.0
17.186|Q12261915|Q112220800|30.0
22.536|Q66384748|Q112220800|30.0
20.697|Q112786060|Q112220800|30.0
26.154|Q112787077|Q112220800|30.0
24.399|Q112788568|Q112220800|30.0
19.633|Q112788629|Q112220800|30.0
23.257|Q112789037|Q112220800|30.0
14.39|Q12262564|Q112220800|30.0
12.139|Q23991562|Q112220800|30.0
12.826|Q62514366|Q112220800|30.0
18.527|Q112786082|Q112220800|30.0
9.234|Q112787205|Q112220800|30.0
28.898|Q12261896|Q112220800|30.0
27.241|Q12262917|Q112220800|30.0
26.421|Q112789644|Q112220800|30.0
29.318|Q12256723|Q112220800|30.0
27.432|Q12262915|Q112220800|30.0
24.35|Q12263428|Q112220800|30.0
26.475|Q12263851|Q112220800|30.0
25.917|Q23999405|Q112220800|30.0
28.661|Q112786485|Q112220800|30.0
25.099|Q2735893|Q112220800|30.0
18.892|Q95611842|Q112220800|30.0
20.014|Q95613070|Q112220800|30.0
21.585|Q95614629|Q112220800|30.0
21.67|Q95618419|Q112220800|30.0
23.055|Q95619023|Q112220800|30.0
20.528|Q95620949|Q112220800|30.0
17.485|Q95621048|Q112220800|30.0
23.11|Q95622169|Q112220800|30.0
22.601|Q95622219|Q112220800|30.0
20.938|Q95622225|Q112220800|30.0
22.333|Q95622528|Q112220800|30.0
20.154|Q95622637|Q112220800|30.0
19.588|Q95629151|Q112220800|30.0
20.549|Q95629174|Q112220800|30.0
21.209|Q95629178|Q112220800|30.0
19.02|Q95629256|Q112220800|30.0
20.549|Q95629284|Q112220800|30.0
18.973|Q95629287|Q112220800|30.0
18.26|Q95629288|Q112220800|30.0
21.299|Q95629289|Q112220800|30.0
24.311|Q95629633|Q112220800|30.0
17.361|Q95629740|Q112220800|30.0
22.031|Q95630144|Q112220800|30.0
23.12|Q95630155|Q112220800|30.0
20.7|Q95630161|Q112220800|30.0
19.477|Q95630175|Q112220800|30.0
21.509|Q95630460|Q112220800|30.0
19.89|Q95630484|Q112220800|30.0
26.725|Q9071845|Q112220800|30.0
25.047|Q95622095|Q112220800|30.0
25.856|Q95614532|Q112220800|30.0
24.583|Q95615287|Q112220800|30.0
20.451|Q95617205|Q112220800|30.0
20.909|Q95617375|Q112220800|30.0
19.217|Q95618237|Q112220800|30.0
22.389|Q95621749|Q112220800|30.0
24.817|Q95629156|Q112220800|30.0
19.353|Q95629498|Q112220800|30.0
25.708|Q95629528|Q112220800|30.0
19.872|Q95629719|Q112220800|30.0
20.545|Q95630160|Q112220800|30.0
24.628|Q95630169|Q112220800|30.0
24.355|Q95630179|Q112220800|30.0
23.768|Q95630194|Q112220800|30.0
21.544|Q95630230|Q112220800|30.0
28.216|Q95614004|Q112220800|30.0
26.715|Q95622209|Q112220800|30.0
28.963|Q95628779|Q112220800|30.0
16.562|Q12264999|Q112220800|30.0
15.765|Q20492331|Q112220800|30.0
11.373|Q95610559|Q112220800|30.0
16.756|Q95613063|Q112220800|30.0
13.289|Q95614509|Q112220800|30.0
16.763|Q95614637|Q112220800|30.0
11.679|Q95615064|Q112220800|30.0
16.791|Q95616769|Q112220800|30.0
13.259|Q95617368|Q112220800|30.0
15.215|Q95621194|Q112220800|30.0
13.744|Q95621761|Q112220800|30.0
11.088|Q95622360|Q112220800|30.0
21.266|Q95622664|Q112220800|30.0
17.858|Q95629282|Q112220800|30.0
14.098|Q95630153|Q112220800|30.0
14.475|Q95630156|Q112220800|30.0
15.128|Q95630166|Q112220800|30.0
10.111|Q95630173|Q112220800|30.0
10.977|Q95630192|Q112220800|30.0
5.019|Q95610536|Q112220800|30.0
24.98|Q95613060|Q112220800|30.0
22.948|Q95613290|Q112220800|30.0
4.113|Q95615266|Q112220800|30.0
3.948|Q95615734|Q112220800|30.0
25.802|Q95617538|Q112220800|30.0
5.086|Q95621719|Q112220800|30.0
21.244|Q95621753|Q112220800|30.0
3.187|Q95621906|Q112220800|30.0
22.204|Q95621909|Q112220800|30.0
5.012|Q95629276|Q112220800|30.0
15.754|Q2876511|Q112220800|30.0
13.147|Q95615206|Q112220800|30.0
13.58|Q95615432|Q112220800|30.0
10.851|Q95618928|Q112220800|30.0
12.954|Q95621082|Q112220800|30.0
10.551|Q95621110|Q112220800|30.0
15.164|Q95621164|Q112220800|30.0
11.632|Q95621726|Q112220800|30.0
12.487|Q95622257|Q112220800|30.0
10.82|Q95622550|Q112220800|30.0
11.657|Q95628778|Q112220800|30.0
9.431|Q95629281|Q112220800|30.0
12.371|Q95629459|Q112220800|30.0
26.209|Q95610238|Q112220800|30.0
23.625|Q95611269|Q112220800|30.0
19.499|Q95616761|Q112220800|30.0
23.057|Q95618382|Q112220800|30.0
29.127|Q95619532|Q112220800|30.0
17.972|Q95621536|Q112220800|30.0
17.367|Q95621628|Q112220800|30.0
27.512|Q95629438|Q112220800|30.0
16.885|Q95629464|Q112220800|30.0
23.304|Q95630441|Q112220800|30.0
18.594|Q108913910|Q112220800|30.0
9.03|Q95610718|Q112220800|30.0
11.573|Q95611670|Q112220800|30.0
16.692|Q95614561|Q112220800|30.0
17.965|Q95614625|Q112220800|30.0
6.98|Q95620853|Q112220800|30.0
15.093|Q95620915|Q112220800|30.0
14.09|Q95622724|Q112220800|30.0
9.13|Q95629271|Q112220800|30.0
16.227|Q95629285|Q112220800|30.0
9.072|Q95629324|Q112220800|30.0
8.833|Q95629379|Q112220800|30.0
14.767|Q95629865|Q112220800|30.0
14.485|Q95629911|Q112220800|30.0
14.54|Q95630382|Q112220800|30.0
16.95|Q95613044|Q112220800|30.0
19.298|Q95614744|Q112220800|30.0
22.16|Q95621742|Q112220800|30.0
20.514|Q95622260|Q112220800|30.0
27.713|Q95628846|Q112220800|30.0
26.653|Q95629603|Q112220800|30.0
20.789|Q95629654|Q112220800|30.0
17.247|Q95630198|Q112220800|30.0
13.912|Q3822262|Q112220800|30.0
15.963|Q95611664|Q112220800|30.0
22.152|Q95611665|Q112220800|30.0
21.203|Q95621180|Q112220800|30.0
14.12|Q95629227|Q112220800|30.0
9.522|Q95629265|Q112220800|30.0
11.686|Q95629275|Q112220800|30.0
11.382|Q95629277|Q112220800|30.0
7.086|Q95629278|Q112220800|30.0
14.082|Q95630332|Q112220800|30.0
12.587|Q111239422|Q112220800|30.0
29.546|Q12266608|Q112220800|30.0
25.048|Q95612039|Q112220800|30.0
13.363|Q95613323|Q112220800|30.0
14.779|Q95615248|Q112220800|30.0
28.556|Q95620955|Q112220800|30.0
29.087|Q95629264|Q112220800|30.0
29.428|Q95629268|Q112220800|30.0
17.721|Q95629269|Q112220800|30.0
27.662|Q95629273|Q112220800|30.0
29.762|Q95629279|Q112220800|30.0
29.546|Q95629489|Q112220800|30.0
16.642|Q95618752|Q112220800|30.0
22.781|Q95622413|Q112220800|30.0
17.638|Q95629257|Q112220800|30.0
24.232|Q95629526|Q112220800|30.0
25.796|Q95615691|Q112220800|30.0
28.471|Q95621176|Q112220800|30.0
29.886|Q95629270|Q112220800|30.0
25.342|Q95629280|Q112220800|30.0
26.29|Q95629860|Q112220800|30.0
19.844|Q95629260|Q112220800|30.0
20.085|Q95629261|Q112220800|30.0
25.373|Q95629262|Q112220800|30.0
22.989|Q95629274|Q112220800|30.0
26.684|Q5755218|Q112220800|30.0
26.838|Q57269240|Q112220800|30.0
17.058|Q63170943|Q112220800|30.0
13.862|Q60647391|Q112220800|30.0
2.599|Q584899|Q112220800|5.0
3.405|Q610818|Q112220800|5.0
2.772|Q616378|Q112220800|5.0
2.643|Q1635742|Q112220800|5.0
3.289|Q1645748|Q112220800|5.0
2.098|Q1647408|Q112220800|5.0
3.126|Q1647448|Q112220800|5.0
3.426|Q1647454|Q112220800|5.0
0.142|Q1647923|Q112220800|5.0
