distance|iqid|vqid|maxradius
6.284|Q23986790|Q110688874|30.0
13.693|Q23987151|Q110688874|30.0
17.679|Q5970399|Q110688874|30.0
14.385|Q6128040|Q110688874|30.0
28.406|Q6492067|Q110688874|30.0
19.985|Q23979275|Q110688874|30.0
14.02|Q23984970|Q110688874|30.0
27.951|Q23987122|Q110688874|30.0
21.042|Q24018896|Q110688874|30.0
21.395|Q3750768|Q110688874|30.0
12.969|Q5660388|Q110688874|30.0
13.3|Q23983127|Q110688874|30.0
11.584|Q23987161|Q110688874|30.0
25.521|Q23988161|Q110688874|30.0
13.526|Q14309|Q110688874|30.0
24.337|Q4887720|Q110688874|30.0
16.486|Q23986322|Q110688874|30.0
20.766|Q950304|Q110688874|30.0
17.987|Q2673301|Q110688874|30.0
7.675|Q22697938|Q110688874|30.0
27.068|Q3458575|Q110688874|30.0
27.796|Q6114887|Q110688874|30.0
27.083|Q6114991|Q110688874|30.0
26.329|Q98059709|Q110688874|30.0
21.075|Q107456477|Q110688874|30.0
36.286|Q1755523|Q110688874|50.0
3.556|Q5745708|Q110688874|5.0
4.386|Q5759558|Q110688874|5.0
2.885|Q5759688|Q110688874|5.0
4.923|Q5926678|Q110688874|5.0
3.373|Q5963256|Q110688874|5.0
2.892|Q5980464|Q110688874|5.0
3.339|Q5992768|Q110688874|5.0
2.977|Q9081552|Q110688874|5.0
4.33|Q21039029|Q110688874|5.0
3.604|Q97604764|Q110688874|5.0
4.489|Q110688839|Q110688874|5.0
3.332|Q110688856|Q110688874|5.0
0.0|Q110688874|Q110688874|5.0
2.362|Q110688933|Q110688874|5.0
3.413|Q110688977|Q110688874|5.0
29.981|Q23984202|Q110688875|30.0
23.146|Q6075077|Q110688875|30.0
23.146|Q6075136|Q110688875|30.0
23.146|Q6093136|Q110688875|30.0
23.146|Q6151040|Q110688875|30.0
24.004|Q23984247|Q110688875|30.0
23.206|Q23986925|Q110688875|30.0
29.869|Q107557329|Q110688875|30.0
28.415|Q107683789|Q110688875|30.0
26.943|Q107685207|Q110688875|30.0
26.67|Q107685230|Q110688875|30.0
25.139|Q28122340|Q110688875|30.0
29.276|Q28122376|Q110688875|30.0
24.266|Q17998|Q110688875|30.0
29.745|Q3118804|Q110688875|30.0
29.745|Q6115594|Q110688875|30.0
28.519|Q6115824|Q110688875|30.0
4.484|Q564993|Q110688875|5.0
3.571|Q5653273|Q110688875|5.0
4.451|Q24013948|Q110688875|5.0
4.491|Q97605448|Q110688875|5.0
4.162|Q97605760|Q110688875|5.0
1.481|Q110688775|Q110688875|5.0
2.965|Q110688781|Q110688875|5.0
2.186|Q110688785|Q110688875|5.0
3.281|Q110688792|Q110688875|5.0
1.852|Q110688797|Q110688875|5.0
0.165|Q110688803|Q110688875|5.0
4.085|Q110688809|Q110688875|5.0
3.355|Q110688846|Q110688875|5.0
0.0|Q110688875|Q110688875|5.0
3.318|Q110689239|Q110688875|5.0
28.771|Q23986510|Q110688877|30.0
25.304|Q8538308|Q110688877|30.0
20.55|Q23983190|Q110688877|30.0
25.827|Q23984955|Q110688877|30.0
26.828|Q23985092|Q110688877|30.0
25.304|Q23985106|Q110688877|30.0
18.837|Q23987423|Q110688877|30.0
19.813|Q23987624|Q110688877|30.0
21.459|Q23978930|Q110688877|30.0
22.721|Q23978953|Q110688877|30.0
17.743|Q23979409|Q110688877|30.0
21.148|Q23982679|Q110688877|30.0
20.998|Q23982688|Q110688877|30.0
23.609|Q23986216|Q110688877|30.0
19.125|Q20822920|Q110688877|30.0
18.873|Q107456478|Q110688877|30.0
2.475|Q23987650|Q110688877|5.0
4.632|Q43161935|Q110688877|5.0
3.893|Q43161946|Q110688877|5.0
0.106|Q97605515|Q110688877|5.0
4.494|Q110688842|Q110688877|5.0
0.0|Q110688877|Q110688877|5.0
23.631|Q6023349|Q110688879|30.0
25.567|Q23984443|Q110688879|30.0
4.138|Q490472|Q110688879|5.0
3.694|Q555929|Q110688879|5.0
4.522|Q2878711|Q110688879|5.0
4.185|Q5912043|Q110688879|5.0
1.431|Q5965443|Q110688879|5.0
3.987|Q23977100|Q110688879|5.0
2.746|Q23977184|Q110688879|5.0
3.21|Q23979055|Q110688879|5.0
3.876|Q23985908|Q110688879|5.0
3.704|Q23986178|Q110688879|5.0
2.308|Q23986235|Q110688879|5.0
2.986|Q23986923|Q110688879|5.0
4.377|Q23987754|Q110688879|5.0
3.415|Q24011399|Q110688879|5.0
4.82|Q24023852|Q110688879|5.0
4.36|Q24024584|Q110688879|5.0
4.122|Q43113393|Q110688879|5.0
4.565|Q43135353|Q110688879|5.0
1.215|Q43135403|Q110688879|5.0
4.506|Q43161832|Q110688879|5.0
2.932|Q43161844|Q110688879|5.0
2.675|Q43161849|Q110688879|5.0
4.638|Q52844867|Q110688879|5.0
4.783|Q52846736|Q110688879|5.0
4.43|Q52848419|Q110688879|5.0
4.424|Q52858037|Q110688879|5.0
4.613|Q52858886|Q110688879|5.0
4.201|Q52861153|Q110688879|5.0
4.232|Q52867569|Q110688879|5.0
4.521|Q52867755|Q110688879|5.0
4.446|Q52868271|Q110688879|5.0
4.501|Q52871228|Q110688879|5.0
4.568|Q52872586|Q110688879|5.0
3.656|Q85683642|Q110688879|5.0
4.289|Q85683644|Q110688879|5.0
3.532|Q85683662|Q110688879|5.0
3.477|Q97604497|Q110688879|5.0
4.551|Q97605279|Q110688879|5.0
4.38|Q97605291|Q110688879|5.0
4.462|Q97605337|Q110688879|5.0
4.449|Q97605345|Q110688879|5.0
4.544|Q97605351|Q110688879|5.0
4.523|Q107397197|Q110688879|5.0
4.301|Q110688791|Q110688879|5.0
0.0|Q110688879|Q110688879|5.0
1.83|Q110688950|Q110688879|5.0
4.781|Q111871811|Q110688879|5.0
17.417|Q3019737|Q110688880|30.0
14.911|Q6127715|Q110688880|30.0
18.479|Q23977114|Q110688880|30.0
25.785|Q112878960|Q110688880|30.0
22.03|Q112878963|Q110688880|30.0
23.802|Q112879008|Q110688880|30.0
23.391|Q112879115|Q110688880|30.0
21.426|Q112879117|Q110688880|30.0
24.316|Q112879118|Q110688880|30.0
19.066|Q112879120|Q110688880|30.0
22.116|Q112879125|Q110688880|30.0
20.126|Q112879126|Q110688880|30.0
19.912|Q112879129|Q110688880|30.0
19.814|Q112879131|Q110688880|30.0
19.439|Q112879133|Q110688880|30.0
9.762|Q2945638|Q110688880|30.0
16.054|Q23977834|Q110688880|30.0
26.273|Q23983191|Q110688880|30.0
19.16|Q23984150|Q110688880|30.0
27.426|Q23988259|Q110688880|30.0
22.257|Q23984399|Q110688880|30.0
21.695|Q23988902|Q110688880|30.0
17.743|Q112878990|Q110688880|30.0
29.198|Q112878957|Q110688880|30.0
27.49|Q112879006|Q110688880|30.0
28.333|Q112879105|Q110688880|30.0
28.898|Q112879107|Q110688880|30.0
28.649|Q112879361|Q110688880|30.0
28.233|Q112879122|Q110688880|30.0
27.551|Q112879123|Q110688880|30.0
27.179|Q23990949|Q110688880|30.0
27.268|Q23986995|Q110688880|30.0
27.371|Q2260363|Q110688880|30.0
26.955|Q1166701|Q110688880|30.0
21.372|Q9071608|Q110688880|30.0
29.116|Q429192|Q110688880|30.0
29.979|Q5904202|Q110688880|30.0
29.059|Q5755346|Q110688880|30.0
29.117|Q27309108|Q110688880|30.0
28.995|Q96631864|Q110688880|30.0
28.903|Q97603239|Q110688880|30.0
28.804|Q97604283|Q110688880|30.0
29.046|Q107456442|Q110688880|30.0
28.488|Q4785407|Q110688880|30.0
28.638|Q6033980|Q110688880|30.0
28.636|Q30621860|Q110688880|30.0
28.617|Q107456444|Q110688880|30.0
28.628|Q6034176|Q110688880|30.0
28.893|Q43174480|Q110688880|30.0
28.641|Q97605864|Q110688880|30.0
28.9|Q107456446|Q110688880|30.0
27.487|Q5654672|Q110688880|30.0
27.861|Q47517357|Q110688880|30.0
19.216|Q14475858|Q110688880|50.0
4.947|Q611308|Q110688880|5.0
3.831|Q2918055|Q110688880|5.0
2.819|Q4827049|Q110688880|5.0
4.846|Q5731209|Q110688880|5.0
4.413|Q5757533|Q110688880|5.0
0.276|Q5847008|Q110688880|5.0
3.464|Q43136042|Q110688880|5.0
4.723|Q97604815|Q110688880|5.0
4.472|Q108064796|Q110688880|5.0
3.887|Q110688878|Q110688880|5.0
0.0|Q110688880|Q110688880|5.0
27.815|Q23978994|Q110688878|30.0
28.954|Q23987257|Q110688878|30.0
29.292|Q23984283|Q110688878|30.0
28.175|Q6062790|Q110688878|30.0
28.045|Q107456480|Q110688878|30.0
26.462|Q107456441|Q110688878|30.0
4.838|Q1410782|Q110688878|5.0
3.645|Q23982780|Q110688878|5.0
4.541|Q85683935|Q110688878|5.0
4.615|Q98504820|Q110688878|5.0
19.653|Q23985892|Q110688882|30.0
15.305|Q112879110|Q110688882|30.0
27.305|Q6074962|Q110688882|30.0
27.024|Q6075011|Q110688882|30.0
27.305|Q6075022|Q110688882|30.0
28.714|Q23985105|Q110688882|30.0
28.231|Q23987128|Q110688882|30.0
27.603|Q54799927|Q110688882|30.0
29.57|Q64224687|Q110688882|30.0
15.552|Q103869074|Q110688882|30.0
17.791|Q112878991|Q110688882|30.0
17.779|Q112879109|Q110688882|30.0
16.623|Q112879113|Q110688882|30.0
19.36|Q112879134|Q110688882|30.0
16.459|Q112879136|Q110688882|30.0
16.29|Q112879137|Q110688882|30.0
19.244|Q9071802|Q110688882|30.0
28.618|Q23982296|Q110688882|30.0
29.894|Q23988159|Q110688882|30.0
3.588|Q112879104|Q110688882|5.0
3.659|Q112879141|Q110688882|5.0
4.365|Q112879168|Q110688882|5.0
2.841|Q112879171|Q110688882|5.0
3.049|Q112879172|Q110688882|5.0
3.782|Q112879173|Q110688882|5.0
2.158|Q112879174|Q110688882|5.0
4.161|Q112879204|Q110688882|5.0
3.481|Q574353|Q110688882|5.0
3.169|Q618392|Q110688882|5.0
0.033|Q5846906|Q110688882|5.0
2.795|Q6155276|Q110688882|5.0
2.749|Q16641748|Q110688882|5.0
3.189|Q24011309|Q110688882|5.0
3.346|Q24011370|Q110688882|5.0
3.505|Q97605549|Q110688882|5.0
2.807|Q98058884|Q110688882|5.0
0.093|Q99540788|Q110688882|5.0
2.772|Q109629071|Q110688882|5.0
0.0|Q110688882|Q110688882|5.0
4.617|Q112879076|Q110688882|5.0
4.626|Q112879079|Q110688882|5.0
23.643|Q23986693|Q110688884|30.0
1.868|Q575634|Q110688884|5.0
4.93|Q5801786|Q110688884|5.0
0.036|Q16564474|Q110688884|5.0
1.873|Q24011362|Q110688884|5.0
3.733|Q43135587|Q110688884|5.0
1.197|Q43162307|Q110688884|5.0
0.474|Q97605108|Q110688884|5.0
4.27|Q98498487|Q110688884|5.0
4.336|Q105756603|Q110688884|5.0
4.855|Q110688698|Q110688884|5.0
0.0|Q110688884|Q110688884|5.0
4.622|Q110688932|Q110688884|5.0
3.199|Q574434|Q110688886|5.0
0.852|Q5647632|Q110688886|5.0
2.6|Q5970843|Q110688886|5.0
3.18|Q23986189|Q110688886|5.0
3.143|Q43135619|Q110688886|5.0
1.83|Q43165866|Q110688886|5.0
3.174|Q78079028|Q110688886|5.0
3.85|Q97288522|Q110688886|5.0
1.735|Q105077040|Q110688886|5.0
0.048|Q105077077|Q110688886|5.0
3.146|Q110020806|Q110688886|5.0
4.268|Q110688737|Q110688886|5.0
3.498|Q110688739|Q110688886|5.0
2.479|Q110688822|Q110688886|5.0
0.0|Q110688886|Q110688886|5.0
1.217|Q110688888|Q110688886|5.0
2.192|Q110688935|Q110688886|5.0
3.582|Q110688954|Q110688886|5.0
2.448|Q110688990|Q110688886|5.0
3.76|Q110689245|Q110688886|5.0
23.437|Q23987085|Q110688885|30.0
22.52|Q6143604|Q110688885|30.0
26.029|Q72858096|Q110688885|30.0
0.052|Q5669161|Q110688885|5.0
3.564|Q5963931|Q110688885|5.0
3.858|Q5963936|Q110688885|5.0
1.523|Q23986986|Q110688885|5.0
2.806|Q106987391|Q110688885|5.0
2.641|Q107987349|Q110688885|5.0
4.062|Q107987351|Q110688885|5.0
0.041|Q109644892|Q110688885|5.0
3.903|Q110671141|Q110688885|5.0
0.0|Q110688885|Q110688885|5.0
3.947|Q3754807|Q110688892|5.0
3.893|Q5725470|Q110688892|5.0
0.0|Q110688892|Q110688892|5.0
4.743|Q244324|Q110688890|5.0
4.66|Q339005|Q110688890|5.0
4.813|Q339015|Q110688890|5.0
0.572|Q617892|Q110688890|5.0
4.827|Q869254|Q110688890|5.0
1.147|Q2602794|Q110688890|5.0
4.839|Q2942680|Q110688890|5.0
4.715|Q5664093|Q110688890|5.0
0.13|Q5853134|Q110688890|5.0
4.555|Q5910167|Q110688890|5.0
4.4|Q16840426|Q110688890|5.0
4.847|Q24011366|Q110688890|5.0
4.61|Q43084654|Q110688890|5.0
4.661|Q43115850|Q110688890|5.0
1.637|Q43163000|Q110688890|5.0
4.889|Q85683906|Q110688890|5.0
4.537|Q85683908|Q110688890|5.0
4.77|Q97602747|Q110688890|5.0
4.288|Q97602748|Q110688890|5.0
4.95|Q97602779|Q110688890|5.0
4.779|Q97603008|Q110688890|5.0
4.404|Q97603091|Q110688890|5.0
4.728|Q97603136|Q110688890|5.0
4.804|Q97603137|Q110688890|5.0
1.57|Q97603170|Q110688890|5.0
0.288|Q97603171|Q110688890|5.0
4.912|Q97603199|Q110688890|5.0
3.957|Q97604328|Q110688890|5.0
4.555|Q97604413|Q110688890|5.0
4.642|Q97605830|Q110688890|5.0
2.056|Q98058604|Q110688890|5.0
4.996|Q98061585|Q110688890|5.0
0.885|Q99518784|Q110688890|5.0
2.805|Q109658763|Q110688890|5.0
0.0|Q110688890|Q110688890|5.0
4.37|Q111111113|Q110688890|5.0
4.694|Q111871829|Q110688890|5.0
4.575|Q111871830|Q110688890|5.0
25.849|Q5474390|Q110688889|30.0
18.259|Q6128025|Q110688889|30.0
7.301|Q1540798|Q110688889|30.0
5.367|Q82529142|Q110688889|30.0
21.965|Q23979239|Q110688889|30.0
8.629|Q2945669|Q110688889|30.0
17.345|Q23977854|Q110688889|30.0
11.693|Q23982999|Q110688889|30.0
17.049|Q23984474|Q110688889|30.0
22.548|Q113260654|Q110688889|30.0
28.904|Q23982091|Q110688889|30.0
27.604|Q23985986|Q110688889|30.0
19.649|Q23986150|Q110688889|30.0
27.604|Q23986177|Q110688889|30.0
16.341|Q23986204|Q110688889|30.0
24.856|Q23987445|Q110688889|30.0
27.43|Q47546547|Q110688889|30.0
27.443|Q47546620|Q110688889|30.0
21.374|Q66778830|Q110688889|30.0
24.748|Q85775362|Q110688889|30.0
23.364|Q113260412|Q110688889|30.0
29.031|Q24023164|Q110688889|30.0
21.696|Q6078605|Q110688889|30.0
27.64|Q6079040|Q110688889|30.0
22.091|Q6079043|Q110688889|30.0
27.661|Q11103602|Q110688889|30.0
23.342|Q24023542|Q110688889|30.0
22.056|Q24024487|Q110688889|30.0
25.964|Q24024490|Q110688889|30.0
25.555|Q24024486|Q110688889|30.0
27.367|Q28119632|Q110688889|30.0
27.491|Q28119634|Q110688889|30.0
27.504|Q28119633|Q110688889|30.0
29.765|Q2972116|Q110688889|30.0
23.625|Q23978707|Q110688889|30.0
22.28|Q23988802|Q110688889|30.0
20.058|Q107456427|Q110688889|30.0
24.266|Q107050932|Q110688889|30.0
25.588|Q107456424|Q110688889|30.0
19.233|Q6034512|Q110688889|30.0
25.11|Q107456445|Q110688889|30.0
25.368|Q2307815|Q110688889|50.0
4.008|Q13155|Q110688889|5.0
4.586|Q140149|Q110688889|5.0
1.752|Q5732087|Q110688889|5.0
4.655|Q5757706|Q110688889|5.0
1.841|Q5794250|Q110688889|5.0
2.623|Q6075899|Q110688889|5.0
2.138|Q11705022|Q110688889|5.0
4.913|Q24011299|Q110688889|5.0
3.977|Q24012642|Q110688889|5.0
2.575|Q43161752|Q110688889|5.0
1.957|Q43161756|Q110688889|5.0
4.355|Q43161766|Q110688889|5.0
2.147|Q85683615|Q110688889|5.0
4.554|Q85684085|Q110688889|5.0
4.15|Q85684655|Q110688889|5.0
3.917|Q85685212|Q110688889|5.0
4.759|Q97605572|Q110688889|5.0
3.541|Q97632951|Q110688889|5.0
4.31|Q97633425|Q110688889|5.0
4.965|Q107738271|Q110688889|5.0
4.781|Q107738272|Q110688889|5.0
0.66|Q110688696|Q110688889|5.0
0.427|Q110688789|Q110688889|5.0
3.118|Q110688804|Q110688889|5.0
0.0|Q110688889|Q110688889|5.0
3.556|Q110688975|Q110688889|5.0
14.848|Q23982807|Q110688891|30.0
29.607|Q23987726|Q110688891|30.0
17.983|Q2452034|Q110688891|30.0
26.847|Q5934581|Q110688891|30.0
19.954|Q23988001|Q110688891|30.0
23.136|Q5492662|Q110688891|30.0
29.594|Q5551962|Q110688891|30.0
23.35|Q5738518|Q110688891|30.0
23.467|Q5739642|Q110688891|30.0
26.962|Q5740067|Q110688891|30.0
27.869|Q5790226|Q110688891|30.0
23.256|Q5795022|Q110688891|30.0
29.606|Q5979375|Q110688891|30.0
24.099|Q6079038|Q110688891|30.0
23.795|Q6083903|Q110688891|30.0
26.572|Q6091884|Q110688891|30.0
27.171|Q6118577|Q110688891|30.0
25.001|Q6160073|Q110688891|30.0
28.482|Q8773195|Q110688891|30.0
25.385|Q24023540|Q110688891|30.0
26.943|Q24023604|Q110688891|30.0
26.703|Q24023608|Q110688891|30.0
29.638|Q24024484|Q110688891|30.0
27.319|Q28119585|Q110688891|30.0
27.531|Q28119586|Q110688891|30.0
27.566|Q104816803|Q110688891|30.0
26.831|Q26839949|Q110688891|30.0
1.504|Q582995|Q110688891|5.0
4.941|Q611298|Q110688891|5.0
4.672|Q3374703|Q110688891|5.0
3.707|Q5656311|Q110688891|5.0
3.909|Q5736520|Q110688891|5.0
4.465|Q5757247|Q110688891|5.0
1.007|Q5757394|Q110688891|5.0
4.951|Q5757450|Q110688891|5.0
3.13|Q6071078|Q110688891|5.0
4.823|Q6076299|Q110688891|5.0
2.436|Q6091457|Q110688891|5.0
2.242|Q6137819|Q110688891|5.0
3.38|Q6174525|Q110688891|5.0
0.879|Q6392773|Q110688891|5.0
4.695|Q11998598|Q110688891|5.0
4.747|Q23984839|Q110688891|5.0
2.811|Q23985055|Q110688891|5.0
1.631|Q24011349|Q110688891|5.0
3.441|Q43162798|Q110688891|5.0
2.22|Q43162806|Q110688891|5.0
1.52|Q85683960|Q110688891|5.0
4.544|Q97603173|Q110688891|5.0
0.981|Q97605772|Q110688891|5.0
2.403|Q97605774|Q110688891|5.0
2.368|Q107133641|Q110688891|5.0
1.837|Q110018156|Q110688891|5.0
1.837|Q110018158|Q110688891|5.0
3.846|Q110018163|Q110688891|5.0
2.373|Q110688726|Q110688891|5.0
0.0|Q110688891|Q110688891|5.0
4.783|Q110689266|Q110688891|5.0
1.096|Q111123061|Q110688891|5.0
0.86|Q111871929|Q110688891|5.0
22.744|Q23987400|Q110688893|30.0
17.17|Q9077118|Q110688893|30.0
25.809|Q23982563|Q110688893|30.0
27.1|Q23984036|Q110688893|30.0
13.416|Q23988122|Q110688893|30.0
4.565|Q559300|Q110688893|5.0
4.274|Q4892982|Q110688893|5.0
4.627|Q5646807|Q110688893|5.0
1.677|Q5710303|Q110688893|5.0
4.001|Q5822405|Q110688893|5.0
4.612|Q85683689|Q110688893|5.0
4.835|Q100154035|Q110688893|5.0
4.736|Q110688769|Q110688893|5.0
3.255|Q110688770|Q110688893|5.0
0.0|Q110688893|Q110688893|5.0
4.485|Q110688938|Q110688893|5.0
23.805|Q31920020|Q110688898|30.0
29.815|Q28116109|Q110688898|30.0
27.48|Q944049|Q110688898|30.0
0.068|Q5822925|Q110688898|5.0
1.56|Q5965162|Q110688898|5.0
4.025|Q5979492|Q110688898|5.0
1.072|Q23988709|Q110688898|5.0
1.426|Q43135222|Q110688898|5.0
1.11|Q43161629|Q110688898|5.0
0.178|Q85683601|Q110688898|5.0
1.861|Q97605441|Q110688898|5.0
1.557|Q97688796|Q110688898|5.0
4.511|Q98057692|Q110688898|5.0
1.19|Q107786866|Q110688898|5.0
2.687|Q110671095|Q110688898|5.0
4.923|Q110688805|Q110688898|5.0
2.308|Q110688820|Q110688898|5.0
3.034|Q110688850|Q110688898|5.0
4.334|Q110688863|Q110688898|5.0
0.0|Q110688898|Q110688898|5.0
0.936|Q110688930|Q110688898|5.0
3.35|Q5764748|Q110688900|5.0
0.103|Q5822872|Q110688900|5.0
4.811|Q16303199|Q110688900|5.0
3.008|Q110688826|Q110688900|5.0
0.0|Q110688900|Q110688900|5.0
3.401|Q5820820|Q110688901|5.0
4.972|Q21004018|Q110688901|5.0
4.218|Q110688743|Q110688901|5.0
0.0|Q110688901|Q110688901|5.0
3.891|Q110689041|Q110688901|5.0
3.393|Q110689048|Q110688901|5.0
28.546|Q15654827|Q110688903|30.0
23.307|Q23986233|Q110688903|30.0
21.456|Q23988104|Q110688903|30.0
19.501|Q5762880|Q110688903|30.0
26.082|Q23979765|Q110688903|30.0
16.422|Q5795321|Q110688903|30.0
26.463|Q23978911|Q110688903|30.0
18.636|Q23982918|Q110688903|30.0
7.835|Q23984210|Q110688903|30.0
17.973|Q23984764|Q110688903|30.0
15.981|Q23986192|Q110688903|30.0
10.339|Q23986423|Q110688903|30.0
24.661|Q23987756|Q110688903|30.0
23.83|Q23988029|Q110688903|30.0
22.649|Q23988065|Q110688903|30.0
29.108|Q23988737|Q110688903|30.0
6.746|Q23988882|Q110688903|30.0
20.48|Q60684648|Q110688903|30.0
22.403|Q8075251|Q110688903|30.0
14.395|Q23984429|Q110688903|30.0
3.923|Q23988195|Q110688903|5.0
1.615|Q93586797|Q110688903|5.0
0.0|Q110688903|Q110688903|5.0
2.593|Q110688928|Q110688903|5.0
0.0|Q110688904|Q110688904|5.0
1.165|Q110689010|Q110688904|5.0
1.111|Q110689240|Q110688904|5.0
4.108|Q110689263|Q110688904|5.0
3.402|Q565002|Q110688904|5.0
0.347|Q5963251|Q110688904|5.0
2.827|Q23988969|Q110688904|5.0
3.526|Q24013945|Q110688904|5.0
2.758|Q110671327|Q110688904|5.0
2.357|Q110688777|Q110688904|5.0
1.63|Q110688778|Q110688904|5.0
2.249|Q110688780|Q110688904|5.0
3.905|Q110688798|Q110688904|5.0
2.267|Q23980010|Q110688907|5.0
0.0|Q110688907|Q110688907|5.0
27.705|Q96242899|Q110688905|30.0
4.26|Q575658|Q110688905|5.0
4.675|Q1116600|Q110688905|5.0
4.931|Q5790256|Q110688905|5.0
0.033|Q6038964|Q110688905|5.0
3.974|Q23982763|Q110688905|5.0
4.186|Q24011367|Q110688905|5.0
4.279|Q43117886|Q110688905|5.0
3.197|Q97604412|Q110688905|5.0
4.594|Q99529051|Q110688905|5.0
0.0|Q110688905|Q110688905|5.0
28.678|Q107456443|Q110688908|30.0
2.864|Q5413244|Q110688908|5.0
0.076|Q5822509|Q110688908|5.0
3.776|Q24011359|Q110688908|5.0
4.846|Q43135550|Q110688908|5.0
1.766|Q97605802|Q110688908|5.0
1.215|Q110020813|Q110688908|5.0
4.277|Q110688723|Q110688908|5.0
2.835|Q110688992|Q110688908|5.0
8.848|Q9184902|Q110688910|30.0
13.932|Q23982378|Q110688910|30.0
18.206|Q6114923|Q110688910|30.0
8.281|Q23982189|Q110688910|30.0
1.669|Q3006700|Q110688910|30.0
1.669|Q3080375|Q110688910|30.0
2.481|Q107453014|Q110688910|30.0
4.934|Q107456447|Q110688910|30.0
29.331|Q96196677|Q110688910|30.0
29.316|Q97630915|Q110688910|30.0
2.931|Q484981|Q110688910|5.0
1.608|Q548578|Q110688910|5.0
3.749|Q555943|Q110688910|5.0
2.583|Q574513|Q110688910|5.0
2.468|Q619138|Q110688910|5.0
4.182|Q1431412|Q110688910|5.0
1.169|Q110689261|Q110688910|5.0
2.913|Q5757415|Q110688910|5.0
3.973|Q5839520|Q110688910|5.0
4.796|Q5853738|Q110688910|5.0
4.636|Q6171881|Q110688910|5.0
2.697|Q16623012|Q110688910|5.0
1.051|Q23980051|Q110688910|5.0
0.645|Q23985761|Q110688910|5.0
2.849|Q24011350|Q110688910|5.0
2.612|Q24011372|Q110688910|5.0
3.897|Q24011385|Q110688910|5.0
1.828|Q24011391|Q110688910|5.0
1.833|Q43135519|Q110688910|5.0
2.148|Q79050145|Q110688910|5.0
